text,label
"When there is a appointment, the system shall allow the outside doctor to see his today appointments.",F
"while the outside doctor loggedin,The system shall allow the outside doctor to add schedule.",F
"while the outside doctor loggedin,The system shall allow the outside doctor to change slots to available/not available.",F
"while the outside doctor loggedin,The system shall enable the outside doctor to update his personal data.",F
"While the doctor logged in, the system shall allow the outside doctor to logout from his account.",F
"When the username and password are assigned, the system shall allow the admin clients to login.",F
"When admin clients have regiestered credentials or social accounts(Gmail), the system shall allow the admin clients to login .",F
"While the opt signedin ,the system shall kept the user logedin.",F
"While the clients loged in, the system shall provide associated access to their accounts.",F
"While logging in ,the system shall generate an error message to correct credentials in case of invalid input.",F
"When clients have email addresses, the system shall allow extra admin clients to registered themselves using email addresses.",F
"The system shall allow the extra admin client to provide following information in order to register: Email, Password, Full Name, Profile Picture (Optional, About Me (Optional), Address (Optional).",F
"When clients provide all the information, the system shall create the account of users.",F
"While signing up ,the system shall generate an error message to correct credentials in case of invalid input.",F
"While the clients signedup, the system shall verify their emails.",F
The system shall allow the client to change their password from their profile.,F
the system shall be asked for old password for verification.,F
"When old password verify, the system shall asked to provide new password.",F
"When new password successfully submitted, the system shall update the new password of client.",F
"If new password is invalid, then the system shall generate an error message to user.",F
"When user change their password, the system shall sent notification to user via email ans SMS.",F
"When clients forget his/her password, the system shall provide a link to reset his/her password.",F
"When clients request to reset his/her password, the system shall sent a link in their mailboxes.",F
"When clinets received a link, the system shall allow to set new password.",F
"When user recover their password, the system shall logout the user from all other instances.",F
"When client upload his/her information, the system shall allow the client to see his/her information.",F
while the client loggedin The system shall allow the client to modify their profile to personalize it.,F
The system shall update the user information and user make sure this information shall be valid before being updated.,F
The system shall validate the updated profile picture of the user before being updated.,F
"If user submit invalid data, then the system shall display an error message.",F
"While the consumer and vendor loggedin, the system shall allow to delete his/her profiles.",F
"When consumer and vendor delete his/her profile, the system shall asked for password confirmation bfore deleting.",F
"When consumer and vendor delete his/her profiles, the system shall kept his/her profiles for 30 days deactivated.",F
"When profiles deleted and deactivate for 30 days, the system shall allow the consumer and vendor to recover it.",F
while the consumer and vendor loggedin The system shall allow the consumer and vendor to deactivate his/her profiles.,F
"When consumer and vendor clients deactivate his/her profile, the system shall asked for password confirmation before deactivating.",F
"If clients enter wrong password, then the system shal generate an error message.",F
"When user enter correct password, the system shall deactivate the clients profile.",F
"When vendor login his/her account, the system shall allow the vendor to post an ad.",F
while the vendor loggedin The web application shall allow vendor to publish paid or unpaid ads.,F
"If client enter invalid input , then the system shall generate an error message.",F
while the vendor loggedin The system shall allow vendor to publish minimum of 4 and maximum of 8 pictures for an ad.,F
while theclient loggedin The system shall allow the client to uplaod each picture of 2MB.,F
"When vendor published his/her ads, the system shall allow the vendor to modify.",F
"When vendor published his/her pictures, the system shall allow the vendor to update.",F
"If clients enter invalid information against any field, then the system shall generate an error messasge.",F
"When vendor published his/her ads, the system shall allow the vendor to delete.",F
"When the ads deleted, the system shall remove the deleted ads from record.",F
"When the ads deleted, the system shall not display the deleted ads in search result or elsewhere.",F
The system shall allow the clients to see complete details about a particular ad that were acquired from the vendor.,F
The system shall allow the client to view ratings and reviews for ad they are viewing.,F
"When the ads display, the system shall allow the clients to save ads from the displayed ads.",F
"When the ads display, the system shall allow the Vendor to rate and give feedback on displayed ads.",F
The systen shall allow the vendor to feature their published ads by paying via credit card.,F
The system shall give a faetured status to published ads after being featured.,F
"The system shall allow the clients to send a booking request to the vendors through web application that will include following information: Name, Phone Number, Email, Function Type, Message.",F
"When clients sent a booking request, the system shall sent an email of booking requests to vendor",F
"When the ads expired, the system shall revoked the featured status of an ad after expiration.",F
"When the ads expired, the system shall allow the clients to see the list of expired ads in their profile's my ads section.",F
"When the ads expired, the system shall allow the clients to re-publish their expired ads from their profiles my expired ads section.",F
"When the ads republished, the system shall display republished ads with regular ads.",F
The system shall allow the registered and verified clients to give feedback for the ads.,F
The system shall aloow the registered and verified clients to rate ads.,F
"When an ads published, the system shall allow the vendor to view their published ads in their profiles my ads section.",F
"When an ads published, the system shall allow the vendor to update their published ads from their profiles my ads section.",F
"while the clients logged in, the system shall be able to send messages to vendor to acquire further information about the ads.",F
The system shall sent messages via email.,F
"while the clients logged in,The system shall allow the clients to view the saved ads against their profile.",F
"When the ads published, the system shall allow the vendor to delete their published ads from their profile.",F
"The system shall allow the users to perform basic search for ads on the basis of categories (Hotel Hall, Banquet Hall, Farmhouse, and Marquee) and venue name.",F
"The system shall allow the users to perform advanced searches for ads on the basis of categories (Hotel Hall, Banquet Hall, Farmhouse, and Marquee), cities and price range.",F
"When clients filling in field, the system shall provided seatch suggestion to clients.",F
"The system shall provided with quick search links for cities, categories and price ranges to clients.",F
"If client’s search criteria don’t produce any search result ,then the system shall diplay an error message to the user.",F
The system shall display the popular ads of consumer client's area on the landing page.,F
The system shall display the featured ads to the consumer client on the lading page.,F
The system shall provide registration page for the user.,F
"While the user loggedin, the system shall verified the user using login module.",F
"While the user loggedin,The system shall allow the user to search for different books he/she wants.",F
"While the user loggedin,The system shall allow the user to view complete details of the book.",F
"While the user loggedin,The system shall aloow the user to rent books.",F
"While the user loggedin,The system shall allow the user to sell books.",F
"While the user loggedin,The system shall allow the user to add books.",F
"While the user loggedin,The system shall allow the user to delete books.",F
"While the seller/renter loggedin,The system shall allow the seller/renter to view the status of book whether it is delivered or not.",F
"While the buyer loggedin,The system shall allow the buyer to view status of book whether it is received or not.",F
"While the user loggedin,The system shall allow the user to update books.",F
"While the user loggedin,The system shall allow the user to buy books.",F
"While the user loggedin,The system shall allow the user to view top selling books.",F
"While the user loggedin,The system shall allow the user to view total rent/price of the book.",F
The system shall create the user profile.,F
"While the user loggedin,The system shall allow the user to add book to Wishlist.",F
"While the user loggedin,The system shall allow the user to view history.",F
"While the user loggedin,The system shall allow the user to edit profile.",F
"While the user loggedin,The system shall allow the user to select multiple payment gateways.",F
"While the user loggedin,The system shall allow the user to rate for the particular books.",F
"While the user loggedin,The system shall allow the user to logout the system.",F
"while the super admin loggedin,The system shall allow the super admin to verify the admin.",F
"while the super admin loggedin,The system shall allow the super admin to another admin.",F
"while the super admin loggedin,The system shall allow the super admin to delete the admin.",F
"while the admin loggedin,The system shall allow the admin to view book and book list.",F
"while the admin loggedin,The system shall allow the admin to approve books.",F
"while the admin loggedin,The system shall allow the admin to view rating.",F
The system shall allow user to signup into the system.,F
"The system shall allow the user to signup into system by providing his/her name, email, contact, password.",F
"When user registered, the system shall allow the driver to SignIn into system by providing his / her valid email and password",F
"While user logedin, the system shall matchthe driver provided email and password from the database.",F
The system shall allow the driver to select his/ her Gender.,F
The system shall allow the driver to upload his/her picture.,F
The system shall allow the driver to insert his / her CNIC#,F
The system shall allow the driver to insert his/her City.,F
"while the driver logged in,The application shall enable the driver to update his/her picture",F
"while the driver logged in,The application shall enable the driver to update his /her City",F
"While driver logged in, the system shall allow the driver to update his/her contact number.",F
"When driver invite his/her friend, the system shall allow the driver to sent invitation using his/her valid link.",F
"When driver sent an invitation, the system shall give points to driver if someone signup using his/her valid link.",F
"While driver logged in,The system shall allow the driver to view his / her trip history",F
"While driver logged in,The system shall allow the driver to view Pick up and Drop Location with specific Date and Time",F
"While driver logged in,The system shall allow the driver to check Application privacy and terms of condition.",F
"While driver logged in,When driver use the application, the system shall ask driver to agree with system terms and condition.",F
"While driver logged in,The system shall allow the driver to Add Home location.",F
"While driver logged in,The system shall allow the driver to Add Office location.",F
"While driver logged in,The system shall allow the driver to contact with help centre.",F
"While driver logged in,The system shall allow the driver to do live chat with support.",F
"When driver completing ride, the system shall allow the driver to leave review.",F
"When driver completing ride, the system shall allow the driver to leave ratings.",F
The system shall allow the user to register.,F
"When user register, the system shall allow the user to enter his/her name, email, conatct, password.",F
"When user registered, the system shall allow the user to login into the system by providing his/her valid email and password.",F
"when the user register,the system shall match the user-provided email and password from the database",F
The system shall allow the user to select his/ her Gender.,F
The system shall allow the user to upload his/her picture.,F
The system shall allow user to insert his / her CNIC#.,F
The sytem shall allow the user to insert his /her City.,F
"while the user loggedin,the application shall enable user to update his/her picture",F
"while the user loggedin,, the system shall allow the user to update his/her city.",F
"while the user loggedin, the system shall allow the user to updatehis/her contact number.",F
"while the user loggedin,The system shall allow the user to set his / her pick up point.",F
"while the user loggedin,The system shall allow the user to set his/her destination location.",F
"while the user loggedin,The system shall allow the user to send invitation to friend using his/her valid link.",F
"While someone signup using his/her valid link, the system shall give points to user.",F
"while the user loggedin,The system shall allow the user to view his/her history.",F
"while the user loggedin,The system shall allow the user to view pick up and drop location with specific date and time.",F
"while the user loggedin,The system shall allow the user to check application privact and terms of condition.",F
"while the user loggedin,The system shall allow the user to add home location.",F
"while the user loggedin,The system shall allow the user to add office location.",F
"while the user loggedin,The system shall allow the user to contact with help centre.",F
"while the user loggedin,The systems hall allow the user to do live chat with support.",F
"When user completing ride, the system shall allow to leave review.",F
"When user completing ride, the system shall allow to leave ratings.",F
"while the user loggedin,The system shall allow the user to have different option for ride.",F
"while the user loggedin,The system shall allow the user to choose any one ride option for start and finding ride.",F
"while the user loggedin,The system shall allow the user to select option for ride bike/car.",F
The system shall allow the sdministrator to login by providing his / her valid email and password.,F
"when the Administrator provide his/her information,the System shall match the Administrator provided email and password from the database",F
"While Administratior loggedin, the system shall allow the administrator to view all rides.",F
"While Administratior loggedin,The system shall allow the administrator to view specific ride between driver and user.",F
"While Administratior loggedin,The system shall allow the administrator to view all users.",F
"While Administratior loggedin,The system shall allow the administrator to view specific user's profile.",F
"While Administratior loggedin,The system shall give access to administrator to user trip history.",F
"While Administratior loggedin,The system shall allow the administrator to view trip detail.",F
"While Administratior loggedin,The system shall allow the administrator to view trip feedback and reviews.",F
"While Administratior loggedin,The system shall give access to administrator to check user profile.",F
"While Administratior loggedin,The system shall allow the administrator to block a user profile.",F
"While Administratior loggedin,The system shall give access to administrator to check driver profile.",F
"While Administratior loggedin,The system shall allow administrator to block a driver profile.",F
"While Administratior loggedin,The system shall allow the administrator to receive registration invitation.",F
"While Administratior loggedin,The system shall allow the administrator to view complete registration form.",F
"While Administratior loggedin,The system shall allow administrator to accept and allow driver to use system features of driver.",F
The system shall allow commercial users and customers to register.,F
"The system shall ask name, email address, password and confirm password to commercial users and customers for registration.",F
"When users and customers enter his/her information, the system shall ask them to verify the email address",F
"When users and customers enter his/her information, the system shall redirect to their particular dashboard.",F
The system shall allow the commercial users and customers to login.,F
The system shall ask email address and password to commercial users and customers for login.,F
"When commercial users and customers enter email and password, the system shall check both email and password either it is correct or not.",F
"If email and password is not correct, then the system shall display a message that ""invalid credentials"".",F
"When email and password are correct, the system shall allow the user to redirect to their particular dashboard.",F
"where Movies, dramas, theaters, 3D rides, puppet shows, fun land and museum are available The system shall allow commercial users and customers to select event from the following categories.",F
while the commercial users and customers loggedin The system shall allow commercial users and customers to search event.,F
"The system shall ask the commercial users and customers to enter event name, event category name and select location by city name.",F
"When the event is not available, the system shall display message that "" event not found""",F
"When the event is available, the system shall display event details.",F
while the commercial users and customers loggedin The system shall allow commercial users and customers to search events by location and by event category name.,F
The system shall display all the events of that category and occurring in that particular location.,F
The system shall allow commercial users and customers to view event details.,F
"The system shall display the name, description, rating and reviews of event.",F
"The system shall display the event location/place, time and date.",F
The system shall allow customers to book ticket of an event.,F
"The system shall ask customers and commercial users to select location/place, time, date and number of ticket.",F
"When customers and commercial users select infromation, the system shall ask them to click on ""booking request"" button.",F
The system shall allow customers for “Booking Request”.,F
The system shall check either the ticket of that particular event is available or not.,F
"When the ticket of particular event is not availabel, the system shall display a message “sorry no ticket available”.",F
"When the tickter of particular event is available, the system shall ask to customers to select a seat.",F
The system shall allow customers to choose their desire seat.,F
"The system shall ask customer to choose row, column foe their desire seat.",F
"When customer select row and column of the seat, the system shall display a message that ""your seat is selected"".",F
The system shall allow customers to view all booked & available seats.,F
The system shall allow customers to view their E-wallet.,F
The system shall display their remaining e-wallet points.,F
"When user book ticket, the system shall give points in e-wallet.",F
The system shall allow customers to add their reviews.,F
The system shall ask them to rate event,F
The system shall ask them to rate overall service,F
The system shall ask them to add comment.,F
The system shall ask them to click on “Add Review” button to post review.,F
"When user add review, the system shall allow to edit.",F
"When user add review, the system shall allow to delete.",F
while the commercial users and customers loggedin The system shall allow commercial users and customers to view their history.,F
The system shall display details of recent booking.,F
The system shall allow the customers to avail more services such as pre order refreshments.,F
The system shall allow commercial users and customers to view fancy deals and discount.,F
The system shall allow commercial users and admin to add new event.,F
"When commercial users and customers add new event , the system shall ask to provide event category, name, description, time, date, location/place and event type.",F
"When user add the event, the system shall allow to edit.",F
"When user add the event, the system shall allow to delete.",F
while the admin loggedin The system shall allow admin to add commercial user role.,F
"When admin add comercial user role, the system shall ask to provide name, email,password,user role, and business name.",F
"When admin add commercial user, the system shall allow to edit details.",F
"When admin add commercial user, the system shall allow to delete.",F
while the admin loggedin The system shall allow admin to add discount offers and deals to an event.,F
"When admin add discount offers and deals, the system shall ask to select event, add discount and deals.",F
"When admin add discount offers and deals, the system shall to edit.",F
"When admin add discount offers and deals, the system shall to delete.",F
while the admin loggedin The system shall allow admin and commercial user to view sales report.,F
"When admin adn commercial user view sales report, The system shall display sales report to admin and commercial user in the followinf formats: by an event, event category,date, and month and event type.",F
The system shall allow the admin to login.,F
The system shall allow the admin to validate the authenticated worker.,F
while the admin loggedin The system shall allow the admin to delete the worker when needed.,F
The system shall allow the employee/worker to make account in application.,F
The system shall validate the authenticated worker.,F
The system shall allow the user to view the ratings for each of the worker.,F
The system shall allow the user give feedback to each of the worker.,F
"The system shall allow the user to search for the included services (Plumbing services, Electrician services, Painting services, Handymen services)",F
"When the worker is valid, the system shall allow to login.",F
The system shall allow the user to login to use the application.,F
the system shall required credentials of the user to login.,F
"While the user loggedin, the system shall display the dashboard.",F
"while the user loggedin,the system shall allow the user to see uploaded task which includes pending and completed task",F
"while the user loggedin,the system shall allow user to see received task which also includes pending and completed task",F
The system shall display the blockchain dashboard in which all the stats and information regarding our private blockchain network can be seen.,F
the system shall allow us to see busy and online users and all tasks through blockchain dashboard,F
"while the user loggedin,the system shall allow user to upload a task on the system.",F
"when the task are computed by other users, the system shall allow Database to maintain the track of the tasks of other users.",F
the system shall allow Database to maintain the track of the tasks computed by the other users.,F
the system shall allow to Store transactions,F
the system shall allow to Store benchmark values of users,F
The system shall look after the tasks that which task will be computed when and on which node.,F
The system shall maintain a record of each task in order to perform transaction.,F
"while we are working on web-based application with backend in python,the system shall provide different libraries imported for python and Web App.",F
The system shall allow the candidate and admin to login the system.,F
The systen shall allow candidate and admin to Sign up.,F
"While the candidate and admin loggedin, the system shall allow to logout from their own page.",F
"While the candidate loggedin,The system shall allow the candidate to search the test which he/she want to take.",F
"while the candidate loggedin,The system shall allow the candidate to view details of the test.",F
"while the candidate loggedin,the system shall allow the Candidate to Edit test details",F
"When user edit the test details, the system shall allow to confirm test information.",F
"while the candidate loggedin,The system shall allow the candidate to give feedback it shows reviews of candidate.",F
"while the admin loggedin,The system shall allow the admin to grant privilege.",F
"while the admin loggedin,The system shall allow the admin to view candidate’ ratings for supervision.",F
"while the admin loggedin,The system shall allow the admin to view feedback of the candidate and admin.",F
"while the admin and candidate loggedin,The system shall allow the admin and candidate to view admin ratings and feedback.",F
The system sahll allow the user to Sign Up.,F
"When user signup the system, the system shall allow to select username and password for his/her account.",F
"When user signedup, the system shall allow the user to signin with username.",F
"When user enter his/her username and password of theri account, the system shall allow user to access his/her account.",F
"While the user loggedin, the system shall allow user to logout.",F
"When user have facebook account, the system shall allow to signin with facebook.",F
"while the user sign in,The website shall enable the user to add post.",F
"while the user sign in,the website shall enable the user to upload either food or movie.",F
"while the user loggedin,The website shall enable the user to delete his/her own post.",F
while the user loggedin The system shall allow the user to contact with admin through message.,F
while the user loggedin The system shall alow the user to give ratings to movies or foods.,F
while the user loggedin The system shall allow the user to see ratings of movies or foods.,F
while the user loggedin The system shall allow the user to give comments to movies or foods.,F
while the user loggedin The system shall alllow the user to see comments of movies or foods.,F
while the user loggedin the system shall allow the user to search item.,F
the user shall have their own User Name Email,F
The website shall store the information of the user.,F
"when the user enter his/her information, The website shall enable to store the user post, rating and comment.",F
The system shall allow the tasker and Customer can sign in into his/her account.,F
"When tasker and customer signedin, the system shall allow the tasker and customer to scroll through various updates about category of tasks.",F
The system shall allow the tasker and customer to access the list of all the tables.,F
The system shall allow the customers to see the advertisements.,F
"While the tasker signedin and registered with any work list, the system shall allow to provide the option to submit their task and check feedback.",F
"While the admin signedin, the system shall allow the admin to upload the gallery and videos of the tasker.",F
"While the customer signedin, the system shall allow the customer to invite theri group memebers or send message on whatsapp.",F
"When admin add new tasker, the system shall allow the admin to add by either uploading file or filling the form manually.",F
The system shall allow the customer to search category of tasker.,F
The system shall allow the tasker to register.,F
"When tasker registered, the system shall allow the tasker to login by providing username and password.",F
"When user forgotten his/her password, the system shall allow the user to go on the forgot password page.",F
"When tasker register, the system shall allow the admin to add tasker.",F
"When system send confrimation message, the system shall redirect to the homepage.",F
"When tasker add his/her personal information, the system shall allow to update.",F
"While tasker logedin, the system shall allow the tasker to sign out.",F
"When admin add his/her personal information, the system shall allow to update.",F
"While admin logedin, the system shall allow the admin to logout.",F
"When customer add his/her personal information, the system shall allow to update.",F
"While customer logedin, the system shall allow the customer to logout.",F
"while the admin loggedin The system shall allow the admin to add list of task pages, and distributed at each category and give name of them.",F
"When admin add the list of task pages, the system shall allow the tasker to add skills with the mentioned names.",F
while the admin loggedin The system shall allow the admin to add gallery of task pages.,F
"When tasker sent gallery to admin pages after confirmation, the system shall added gallery on the homepage.",F
while the admin loggedin The system shall allow the admin to add video of task pages.,F
"When tasker sent video to admin pages after confirmation, the system shall added video on the homepage.",F
while the admin loggedin The system shall allow the admin to add advertisements of task pages.,F
The system shall allow the customer to see advertisements of each pages by clicking.,F
The system shall allow the tasker and customer can view of task pages.,F
The system shall allow the customer to order of task and response to tasker.,F
while the admin loggedin The system shall allow the admin to add tasker by either filling add become a tasker form individually for each tasker.,F
"while the admin loggedin The system shall allow the admin to add gallery, video and advertisements.",F
while the admin loggedin The system shall allow the admin to check work-out .,F
while the admin loggedin The system shall also allow the admin to handle exceptional cases.,F
The system shall perform the task report using which Customer can give their feedback about a task on the basis of time efficiency and clear work,F
"While confirming any task, the system shall report email to admin.",F
The system shall check report of tasker and give it accurate time and date.,F
"The system shall allow the admin to review the all report of email , Customer , tasker and task.",F
"When customer registered, the system shall alow the customer to signin.",F
"While customer registered, the system shall allow the customer to book by providing username and password.",F
"When customer book, the system shall allow the admin to approve task.",F
"When customer registered, the system shall allow the customer and tasker to check discount by providing username and password.",F
The system shall allw admin to give bonus for detail of task.,F
"While admin logged in, the system shall allow the admin to logout.",F
"while the admin logedin,The system shall allow the admin to deal with midicine company.",F
"while the admin logedin,The system shall allow the admin to deal with medicine store.",F
The system shall allow medicine store to signup.,F
"When medicine store signed up, the system shall allow to login.",F
"While medicine store logged in, the system shall allow to logout.",F
"while the medicine store logedin,The system shall allow medicine store to view company.",F
"while the medicine store logedin,The system shall allow medicine store to view products.",F
"while the medicine store logedin,The system shall allow medicine store to seacrh medicine.",F
"while the medicine store logedin,The system shall allow medicine store to give order.",F
"When medicine store give order, the system shall allow to cancel order.",F
The system shall allow medicine store to receive order.,F
The system shall allow medicine company to signup.,F
"When medicine company signed up, the system shall allow to login.",F
"While medicine company logged in, the system shall allow to logout.",F
"while medicine company logedin,The system shall allow medicine company to create company profile.",F
"while medicine company logedin,The system shall allow medicine company to view company profile.",F
"while medicine company logedin,The system shall allow medicine company to delete company profile.",F
"while medicine company logedin,The system shall allow medicine company to update medicine products.",F
"while medicine company logedin,The system shall allow medicine company to remove medicine products.",F
"when medicine company logedin,The system shall allow medicine company to take order.",F
"While medicine company take order, the system shall allow to delivery order.",F
"while medicine company logedin,The system shall allow medicine company to view order.",F
"while medicine company logedin,The system shall allow medicine company to view medicine product record.",F
"the User shall needs an interactive interface, which should be user friendly.",F
The system shall have an interface that must contain useful information properly.,F
"While employee logedin, the system shall allow the employee to see his/her work details.",F
"When employee loggedin, the system display the dashboard.",F
"While employee loggedin,The system shall allow the employee to see his/her information and attendance tab.",F
"While employee loggedin,The system shall allow the employee to mark his/her attendance.",F
"When employee taking leave, resignation or any other reequest, the system shall facilitate the employees.",F
The system shall allow the manager to approve or disapprove any employee request.,F
"While employee logedin, the system shall allow the employee to logout.",F
"While supervisor logedin, the system shall allow the supervisor to see his/her work details and other information..",F
while employee loggedin The system shall allow the employee to view and mark his/her attendance.,F
"When supervisor taking leave, resignation or any other reequest, the system shall facilitate the supervisor.",F
"While supervisor logedin, the system shall allow to logout.",F
"the User shall require an interactive interface, which should be user friendly and concise.",F
the system shall have interface that contain useful information properly.,F
"While manager logedin, the system shall allow the manager to see his/her work details and other information..",F
The system shall allow the manager to check attendance of his own department employees only.,F
The system shall allow the manager to terminate his/her department employess.,F
"When manager got application or resignations from employees, the system shall allow the manager to approve or disapprove.",F
"While manager logedin, the system shall allow to logout.",F
while user loggedin The system shall allow the user to create a Purchase Invoice.,F
"When user create purchase invoice, the system shall allow the user to view the list of all purchase invoices.",F
"When user create purchase invoice, the system shall allow the user to view details of a purchase invoice.",F
while user loggedinThe system shall allow the uer to create a purchase return invoice.,F
"When user create purchase return invoice, the system shall allow the user to view the list of purchase return invoice.",F
"When user create a purchase return invoice, the system shall allow the user to edit.",F
"The system shall allow the user to search purchase invoice, purchase details and purchase return.",F
"When user create a purchase return invoice, the system shall allow to delete.",F
The system shall allow the user to create a sale invoice.,F
"When user create sale invoice, the system shall allow the user to view list of all sale invoices.",F
"When user create sale invoice,the system shall allow the user to view details of a sale Invoice.",F
The system shall allow the user to create sale return invoice,F
"When user create a sale return invoice, the system shall alow the user to edit.",F
"When user create sale return invoice, the system shall allow the user to view list of all sale return invoices.",F
"The system shall allow the user to search sale invoice, sale details and sale return.",F
"When user create a sale return invoice, the system shall allow the user to delete",F
The system shall allow the user to add items to stock.,F
"When user add items to stock, the system shall allow the user to view the list of all stock.",F
"When user add items to stock, the system shall allow the user to edit.",F
"When user add items to stock, the system shall allow the user to delete.",F
The system shall allow the user to search a stock item.,F
The system shall allow the user to add a new employee.,F
"When user add employee, the system shall the user to edit employee details.",F
"When user add employee, the system shall allow the user to view employee detalls.",F
"When user add employee, the system shall allow the user to delete. employee details",F
The system shall allow the user to search employee.,F
"When user add employee, the system shall allow the employee to login.",F
The system shall allow the user to add a new Ddstributor.,F
"When user add distributor, the system shall allow the user to edit distributor details.",F
"When user add distributor, the system shall allow the user to view distributor details.",F
"When user add distributor, the system shall allow the user to delete distributor details.",F
The system shall allow the user to search distributor.,F
The system shall allow the user to add a new customer.,F
"When user add customer, the system shall allow the user to edit customer details.",F
"When user add customer, the system shall allow the user to view customer details.",F
"When user add customer, the system shall allow the user to delete customer details.",F
"When cutomer place his/her order, the system shall allow the user to view customers order for online delivery.",F
The system shall allow the user to update the status of order.,F
"When customer place his/her order, the system shall allow the user to view customer order details.",F
The system shall allow the user to view prescription of ordered items.,F
The system shall allow the user to login.,F
The system shall allow the customer to view list of products by category.,F
The system shall allow the customer to search product.,F
The system shall allow the customer to view details of product.,F
The system shall allow the customer to place the order.,F
The system shall allow the customer to view the order history and order details.,F
The system shall allow the customer to add item to the cart.,F
"When cutomer add item in the cart, the system shall allow the customer to edit.",F
"When customer add items in the cart, the system shall allow the customer to view items.",F
"When customer add items in the cart, the system shall allow the customer to delete items.",F
"When the pharmacies are registered, the system shall allow the customer to view registered pharmacies and their details.",F
while customer loggedin The system shall allow the customer to upload prescription.,F
while customer loggedin The system shall allow the customer to give feedback.,F
while user loggedin The system shall allow the user to view daily health articles.,F
while user loggedin The system shall allow the user to view the location of pharmacies on Google Map.,F
while user loggedin The system shall allow the user to update personal settings.,F
while user loggedin The system shall allow the user to view brands.,F
while user loggedin The system shall allow the user to add items to favorite and wish list.,F
"When user add items to favorite and wish list, the system shall allow the user to view..",F
"When user add items to favorite and wish list, the system shall allow the user to delete.",F
"when device supports Android Operating System,the system shall allow user to have a cellular device",F
while the system have cellular device the system shall allow to have minimum SDK Version as 17 and target SDK Version as 29.,F
"While using system, the system ask to user to connect his/her internet.",F
"When user signup the system, the system shall allow the user to fill signup form which includes email, phone number and password field.",F
"when the user fill the information, the system shall verified it from the database if there is no account with such details then the user will be registered successfully.",F
"When user signedup, the system shall allow the user to signin.",F
"While user signedin, the system shall allow the user to enter valid email and password.",F
"when the user to enter valid email and password, the system shall must verified Email and password from the database.",F
"When user successfully signin, the system shall display the homepage.",F
"While creating an ad, the system ask user to give permission to access his/her images of cellular device.",F
"When user give permission to system, the system allow the user to select images and fill other options.",F
"While clicking the cintinue button, the system shall sent the created ad to admin.",F
The system shall allow the user to give permission to aceess his/her GPS .,F
"When user give permission to access his/her GPS, the system shall have access to his/her current location.",F
while admin loggedin The system shall allow the admin and the owner of the product which is being rented can access this location.,F
"While user loggedin, the system shall allow the user to view all the ads that he/she posted and the status of these ads.",F
While user loggedinThe system shall allow the user to delete and perform other operation as well depending upon the type of the ad.,F
"When ads are posted, the system shall allow the admin to see all the details of the posted ad by the user which includes phome number, location and login details.",F
while admin loggedin The system shall allow the admin to delete any ad from te database.,F
while admin loggedin The system shall allow the admin to use mobile application except web portal.,F
"When user created the ads, the system shall sent these ads to admin for the approval.",F
"When the ads approved by the admin, the system shall allow to go live.",F
The robot shall be sense the surrounding in order to avoid collision.,F
"The robot shall be able to take action in order to avoid colliding with walls, employees and other robots.",F
"While there is any block situation, the robot shall take an alternate path.",F
"When there is any emergeny, the robot shall any emergency event.",F
The system shall checked robot status.,F
The robot shall be able to move in all directions.,F
The robot shall be able to plan a future path.,F
The robot shall be reach to its target destination safely.,F
The system shall allow the users to create a new profile by entering their details.,F
"While the details are not verified completely, the system shall be in pending approval.",F
"While the user entering invalid username and password, the system shall prompt the user.",F
The system shall allow the user to login to the system using the username and password.,F
The system shall checked the entered login details that is valid or not.,F
"While entering wrong username or password, the system shall prompt the user.",F
The user shall be allow to inquire through textual input.,F
"When entering input that does not make sense, the system shall prompt the user.",F
"When user demanding to ask again, the system shall show a message.",F
The system shall the user to ask another question.,F
"When user asked the question, the system shall answer the question.",F
The system shall allow the user to repeat the question.,F
"When user repeat the question, the system shall answer the question.",F
"when the user loged in,The system shall be able to interact properly with the user.",F
The system shall be able to mimic a human counselor in a real-time situation.,F
This system shall be consistent with its services.,F
The system shall not contradict itself.,F
"When user have any query, the system shall repond quickly to user.",F
The system shall have coverage to all the dustbins.,F
The system shall use WLAN/RFID technology for the coverage to all dustbins.,F
"while the admin loggedin,the System shall give access to current status of all dustbins to admin.",F
The system shall give access current status of all trash trucks.,F
The system shall provide information regarding traffic flow.,F
"When the dustbins are full, the system shall send notification to admin.",F
The system shall send notification to driver.,F
The system shall determined the capacity of garbage using load cells.,F
the System shall be able to save status of all dustbins into database.,F
"When the pattern is identify, the system shall generate an optimized route for garbage colllection.",F
The system shall provide optimied route by using algorithm like A*,F
The system shall update status of all dustbins emptied by driver / Garbage collector.,F
The system shall update status on the portal of municipality officer and garbage collector.,F
