text,label,source
Ability for the data center admin to integrate message hygiene (antispam/antivirus) with LDAP.,SE,dcai24
'The PHP code will comply with PEAR standards.',L,NICE
When the student handbook-app is started the most searched items are shown on the title screen.,FR,dcai24
The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,MN,promise_exp
For the system to successfully operate the registration system should be integrated with other IT services and the portal.,O,promise_exp
A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.,FR,promise_exp
The system must provide the ability for attestation of content by the contents author.,SE,dcai24
When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user s connection.),PE,dcai24
New System version releases shall be released at the beginning of each NFL season.,MN,promise_exp
When a shot is marked as a miss the product shall simulate the sound of a shot missing its target.,LF,dcai24
If projected  the data must be readable.  On a 10x10 projection screen  90% of viewers must be able to read Event / Activity data from a viewing distance of 30,US,promise_exp
'The product shall comply with corporate color scheme',L,NICE
When the Facebook-app is started the page of TU/e on Facebook is shown on the title screen.,FR,dcai24
'The average number of recycled parts records per day shall be 50 000.',SC,NICE
Each team owner will need to use a username and password in order to be authenticated to reach the team owner's page',SE,NICE
Website must be fully operational with MSN TV2.,O,promise_exp
These roles must be defined in a standardised or harmonized manner so as to ensure future interoperability of authentication services between POS systems and the EHRi.,SE,dcai24
The meeting scheduler system shall be able to select a participant as an important participant.,FR,promise_exp
Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report)',O,NICE
The system could audit all changes to access privilege rules.,SE,dcai24
NPAC SMS shall ensure that all the notifications are sent in the confirmed mode.,SE,dcai24
Vendors must take permission from the Administrator for selling their products under the site. Administrator will test product's quality according to its market price to permit vendor for selling purpose.,FR,promise_exp
The website shall be capable of supporting 100 000 customers.,SC,promise_exp
98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space: 400MB.,O,dcai24
The product shall be available during normal business hours. As long as the user has access to the client PC the system will be available 99% of the time during the first six months of operation.,A,dcai24
The system shall give the mediator privileges to schedule location and equipment resources.,FR,promise_exp
The to-location can be selected on the map.,FR,dcai24
The search radius shall be between 1 and 30 miles,FR,promise_exp
At the start of each turn  the product shall notify each player of his or her status.,FR,promise_exp
Select French as preferred language Given the restaurant owner wants to select a preferred language When the restaurant owner selects French as a new language Then the web-portal will show all text in French,FR,dcai24
The product shall allow the user to view previously downloaded search results CMA reports and appointments.,FT,dcai24
The server will support a maximum of 1 000 simultaneous users.,SC,promise_exp
'The product shall simulate the look of ships at sea.',LF,NICE
'The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.',FT,NICE
The system should indicate the viewer of data.,SE,dcai24
High level of performance requires high speed network and high level of connectivity.,PE,promise_exp
The Disputes application shall interface with the Cardmember Posting and Billing System. This will allow the Disputes application to request adjustments to cardmember and merchant\92s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.,O,dcai24
'The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.',L,NICE
'Users shall be able to view at least 25 NFL player statistics and points on each page.',PE,NICE
We must be able to interface with any HTML browser.,O,promise_exp
The product shall remove players who have been inactive for 24 hours from the list of players.,FR,promise_exp
'100% of saved user preferences shall be restored when system comes back online.',FT,NICE
The product shall continue to operate during upgrade change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,MN,dcai24
Manitobaï¿½s health information legislation requires a trustee who uses electronic means to request disclosure and to respond to requests for disclosure to implement procedures to prevent the interception of information by unauthorized persons.,SE,dcai24
The system shall be capable of restoring itself to its previous state in the event of failure (e.g. a system crash or power loss).,FT,promise_exp
When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,FR,promise_exp
The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time.,SC,promise_exp
The user shall be able to get driving directions to a selected property,FR,promise_exp
'The system shall interface with the faculty central server.',O,NICE
"For data with enough structuring, web scraping will be used to programmatically extract all the data needed and store it in our database.",FR,dcai24
The system shall be able to display a printable summary for individual clinical sites  which will include information on labs being held at that site for the given quarter (Clinical site  general information on labs held at that location  dates and times of all labs held there).,FR,promise_exp
'The product shall produce search results in an acceptable time',PE,NICE
'Movies shall be encoded and streamed via Windows Media Player 9.0.',O,NICE
When a game is ended the product shall allow each player to remove himself or herself from the list of players.,FR,dcai24
The application should be portable with iOS and Android.,PO,promise_exp
The Web interface should be compatible with standards in order to be usable via all major Web browsers in a wide variety of environments.,PO,promise_exp
The system shall provide multi language support.,US,promise_exp
The CND should be able to communicate its services related capabilities to the CNG.,FR,dcai24
The user should be able to personalize bookmarks to UGC.,US,dcai24
'The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant.',LF,NICE
The system shall give the user an opportunity for the user to choose the selection of doughnut provided.,FR,promise_exp
The audit report shall include the total score of the audit which sums the indivual line items.,FR,promise_exp
'The product shall comply with corporate User Interface Guidelines',L,NICE
The product shall be available for use 24 hours per day 365 days  per year,A,promise_exp
"To the extent that the EHRi supports the replacement of paper-based prescriptions, a facility for the application, recognition and verification of digital signatures will be among the services provided by the EHRi, as Canadian law requires that prescriptions be signed.77 Although the principle use of digital signatures would probably be for e-prescribing, there are many other less common situations where the signature of a physician might be required upon a form (for example, death certificates).",SE,dcai24
Sockets maintain the buffers between the underlying packet based communication primitives that directly access the network elements and the message based.,SE,dcai24
The system shall display all the available promotions to the user.,FR,promise_exp
A clinical class shall specify the course name lecture room requirements clinical site needs lecture instructor needs and clinical lab instructor needs.,FR,dcai24
The RFS system should be able to easily interface with the BDW environment in order to load the data.  7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process every year. The data will be as of October month-end. Test files (7) shall be loaded up to 5 times throughout the year from the BDW.,O,dcai24
The product shall retain the customer s buying preferences and information.,US,dcai24
'The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.',LF,NICE
The system shall validate the amount is available in the user’s account before releasing funds to the user.,FR,dcai24
Enable a logged in user to ask questions.,FR,promise_exp
'The product shall record all the equipment that has been reserved.',FR,NICE
Any page of the application should not take more than 6 seconds to load on a DSL broadband connection.,PE,promise_exp
The system shall filter data by,FR,dcai24
The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.,US,promise_exp
The system must provide the ability to change the way that data is transmitted.,SE,dcai24
No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.,PE,promise_exp
The CNG and the Customer Network shall provide the opportunity for a customer network administrator to perform service and network-related configuration. According to the service/network provider choices the CNG and Customer Network may prevent - user initiated modification of network and service related parameters.,US,dcai24
'The system shall be intuitive to the Program Administrators/Nursing Staff Members.',US,NICE
All actions that modify an existing dispute case must be recorded in the case history.,L,promise_exp
The product must be designed using Design Patterns and coding best practices.  90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.,MN,promise_exp
'When the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player.',FR,NICE
'Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below.',FT,NICE
The system shall have high availability every day of the year.The system must be available for use between 12,A,dcai24
All information must be updatable on the website.,FR,promise_exp
The system must be able to retrieve and display structured documents from external sources only to authorized users.,SE,dcai24
'Maintenance releases will be offered to customers once a year. The releases shall take no longer than 5 minutes for 80% of the customer base to install.',MN,NICE
Adding information with mandatory fields Given the restaurant owner has filled in the mandatory fields of the form When the restaurant owner submits the form Then the information about the restaurant should be added,FR,dcai24
The product shall be able to delete room equipment.,FR,promise_exp
'The product shall be robust.The product shall have fault avoidance based on standards adoption.',FT,NICE
System shall let administrator add/remove movies on the website in under 5 minutes. Entered movie information will be stored in the database and will now be available on the website.,PE,dcai24
Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.,FR,promise_exp
'The product shall display the grids within a circle as a view from a periscope.',LF,NICE
The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,PE,promise_exp
All additions of new users and modifications to user's access shall be recorded on the User Report.',FR,NICE
'The system will display a blank set of ratings if there are not ratings yet defined.',FR,NICE
System shall let customers register on the website as a unlimited movie subscriber user in under 10 minutes.,PE,dcai24
A CND as defined in clause 3 may use the CNG to access NGN services.,FR,dcai24
The product must be highly configurable for use with various database management systems for the end users.  80% of end users are able to integrate new database management systems with the product without changing the product\92s software code.,MN,promise_exp
The system shall contain contact information (e-mail and phone number) for all people relevant to the system including (but not limited to) staff members students lecture instructors clinical lab instructors and clinical site administrators.,FR,dcai24
'A list of all disputes cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color -coding the line item in the list. For example all open cases will be yellow and all closed cases will be gray.',LF,NICE
The leads washing functionality will verify the users authentication and rights to make parameter updates.,FR,promise_exp
'The product shall allow for intuitive searching of available conference rooms.',US,NICE
The product must support Internet Explorer 5.5 and above.,O,promise_exp
When present services to encrypt and decrypt any pattern of data using these algorithms shall be available to Applications.,SE,dcai24
The CNG shall support different IP address schemes and subnets on the same physical LAN port and on different LAN ports irrespective of routed or bridged mode of operation allowing the direct addressability of CNDs from the NGN side in relation to data plane control plane and management plane flows.,FR,dcai24
The recycled parts audit report shall be returned to the user within 10 seconds.  The audit report shall be returned within 10 seconds.,PE,promise_exp
The product\92s Look and Feel shall be able to incorporate aspects of the customer\92s organization such as logo  branding  and identity,LF,promise_exp
Edit an existing userÃ¢â‚¬â„¢s information Given the administrator is logged in When the administrator edits an existing user Then the user information should be updated,FR,dcai24
'The system shall be intuitive and self explanatory.',US,NICE
The system will notify affected parties when changes occur affecting specific students  including but not limited to changing a student\92s status from full time to part time and moving a student to a different clinical section.,FR,promise_exp
The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.,SC,promise_exp
'New branches/complexes/districts/regions and revenue/expense accounts added to the BDW must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end will be loaded into the RFS system prior to the budget start process.',A,NICE
'The product shall have a conservative and professional appearance.',LF,NICE
'The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications',PE,NICE
'The product shall allow the user to save the property search results.',FR,NICE
While streaming a movie buffering should only occur if there is latency in the user s connection.,PE,dcai24
The system shall allow user to enter the customer and product information for the support.,FR,promise_exp
Application should replace the siteâ€™s description with the clicked on image description,FR,dcai24
Responsible for properly allocating the selected product according to the customer’s choice and delivering product to the customer.,FR,dcai24
"Such patients or persons have a right to know what uses and disclosures, in particular, are mandated by law, such as for mandatory reporting of infectious diseases or suspected child abuse or for law enforcement.",SE,dcai24
NPAC SMS shall be able to display an advisory warning message of up to 20 lines in length prior to login.,SE,dcai24
Every registered user will have access to the product\92s support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.,US,dcai24
'Data integrity scripts will be run on a weekly basis to verify the integrity of the database.',MN,NICE
The product shall be available for distribution via the Internet as a binary or ZIP file.,O,promise_exp
Once a category is selected the product thumbnail images will appear for selection.,FR,dcai24
The calculations performed by the system must comply according to the norms set by the user and should not vary unless explicitly changed by the user.,L,promise_exp
'The System shall allow generation of Inventory Quantity Adjustment documents on demand.',FR,NICE
The product shall be able to display calendar dates and times according to the user\92s locale. 90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.,US,dcai24
"All POS systems connected to the EHRi must record in an audit log every instance of a user accessing, updating, or archiving PHI.",SE,dcai24
The CPN (trough CNDs and/or CNG) shall support manual configuration to insert information to access IMS network (e.g. IMPU IMPI Shared keys Home Network Domain or P-CSCF IP Address etc.).,FR,dcai24
NPAC SMS shall record the exact revision number of the latest software installed.,SE,dcai24
The system shall use the SMTP mail protocol.,O,promise_exp
'All registered customer information shall be stored and maintained in the database even after the customer cancels their account.',FR,NICE
If projected  the data must be understandable. On a 10x10 projection screen  90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100,US,promise_exp
The product is expected to integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access.,O,dcai24
'The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports',LF,NICE
"All organisations hosting components of the EHRi must ï¿½ and organisations connecting to the EHRi should ï¿½ ensure that PHI and other security critical data stored on removable media are: a) encrypted while the media are in transit to protect the data's confidentiality and integrity; and Admin Requirement Tech Requirement b) protected from theft, where appropriate, while the media are in transit to protect the data's availability.",SE,dcai24
shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,FR,promise_exp
The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.,US,dcai24
Maintenance releases will be offered to customers once a year. The releases shall take no longer than 5 minutes for 80% of the customer base to install.,MN,dcai24
'The adjuster shall enter the preferred repair facility on the estimate assignment.',FR,NICE
The issuer validates S1 to authenticate the card and the data to be used in the transaction.,SE,dcai24
The interface shall be appealing to callers and supervisors. In the interface and usability survey 80% of beta testers must report that the interface is appealing.',LF,NICE
'The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard',LF,NICE
The system shall confirm all transactions with the customer’s web browser.,US,dcai24
The website shall be available for use 24 hours per day  365 days per year.,A,promise_exp
The system shall have a professional appearance,LF,promise_exp
The ratings shall be from a scale of 1-10,FR,promise_exp
The system must secure all modes of data exchange.,SE,dcai24
The system shall operate on Unix and Windows operating systems.,PO,promise_exp
"the user can approve the exchange that is offered by another user by clicking
 â€œApproveâ€_x009d_ button.",FR,dcai24
'Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.',US,NICE
'98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls',O,NICE
All streaming movie sales will be logged in the database  and accessible by the administrator.,FR,promise_exp
Website must be able to support free trial periods with various parameters set by the Izogn Manager.,FR,promise_exp
'The product shall be supported using the corporate support center.',O,NICE
All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.,L,promise_exp
Each page shall contain a navigation menu which shows the index into which the current page is contained.,LF,promise_exp
The number of possible values defining the packet priority and by consequence the number of queues managed in the upstream direction shall be coherent with the number of concurrent services (data communication entertainment) to be treated and supported.,PE,dcai24
The CNG shall be able to classify intra-LAN traffic that is simply bridged by the CNG itself within the CPN.,PE,dcai24
"The system must be such that none of the Member States of the network, including the administrator, re-construct a consolidated European database.",SE,dcai24
'The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats). Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.',LF,NICE
The product shall able to handle a large number of games simultaneously.,PE,promise_exp
Responses to queries shall take no longer than 7 seconds to load onto the screen after the user submits the query.,PE,promise_exp
The customer shall be able to easily integrate new building maps with the product throughout the product\92s lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff.,MN,dcai24
'The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.',LF,NICE
Izogn Administrator must be able to update the category listings on the website within 2 minutes.,PE,promise_exp
Users shall feel satisfied using the product.  85% of all users will be satisfied with the product.,US,promise_exp
'The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.',PE,NICE
The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,MN,promise_exp
The system shall utilise periodic 30-second keep-alive messages between tablets and the server to monitor tablet operational status.,O,promise_exp
The product shall allow for intuitive searching of available conference rooms.,US,promise_exp
Currency exchange rate fluctuations may increase the card issuers liability. The card issuer must be able to adjust maximum balances to bring them in line with their policies. The card issuer may update the maximum balances as part of a load a partial unload and a currency exchange transaction. On a currency exchange transaction only the ƒ??toƒ?_x009d_ currency maximum balance may be updated,L,dcai24
When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user\92s connection.),PE,dcai24
Searches interface will be web-accessible and must be Section 508 compliant.,SE,dcai24
The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.,SC,promise_exp
The realtor shall be able to retrieve a map showing property locations for a specified area,FR,promise_exp
The CNG shall allow the customer remote access to a CND in the Customer Network for example a surveillance video camera.,FR,dcai24
'The product shall use symbols and words that are naturally understandable by the realtor community.',LF,NICE
NPAC SMS shall authenticate the identity of all NPAC and Service Provider users of the NPAC Administrative and NPAC SOA Low-tech Interfaces prior to their initially gaining access to NPAC SMS.,SE,dcai24
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site  including the clinical site name  site contact person  contact information  and address.,FR,promise_exp
The system should facilitate login.,SE,dcai24
The notification of the game ending will include the reason the game is ended (i.e. a player has won the game or a player has ended the game).,FR,dcai24
A cohort shall be associated to one Program of Study offered by the department.,FR,promise_exp
The system will notify affected parties when changes occur affecting cohorts including but not limited to changes to the sequence for a cohort's program of study and changes to a given week's schedule (lab cancelled this week due to instructor illness).',FR,NICE
"It is possible to view an element from the search result described in UCAR201, UCAR202 and UCAR203 in the map view.",FR,dcai24
If projected the data must be readable. On a 10x10 projection screen 90% of viewers must be able to read Event / Activity data from a viewing distance of 30,US,dcai24
'The product shall be available for distribution via the Internet as a binary or ZIP file.',O,NICE
The number of possible values defining the packet priority and by consequence the number of queues managed in the downstream direction shall be coherent with the number of concurrent services (data communication entertainment) to be treated and supported.,PE,dcai24
The website is available whenever the users want to use it.,A,promise_exp
The logo and the current basic design of registration system should be displayed. The system should be attractive according to the clients. The design and the color should make users feel comfortable when using the system instead of flashing useless colors on the screen. The design should also reflect the seriousness of the environment.,LF,promise_exp
The Disputes System shall accurately provide a list of possible reason codes for a given transaction. The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to according to the business rules defined for the Disputes System.,FR,dcai24
Codec requirements and capabilities for the User Equipment (including the CNG) are already defined in TS 181 005 [1] which describes service requirements and capabilities for the TISPAN NGN.,O,dcai24
'When a shot is marked as a hit the product shall simulate the sound of a shot hitting its target.',LF,NICE
The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,O,promise_exp
'When the hit results in sinking a ship the product shall mark the ship as sunk on the offensive grid of the offensive player.',FR,NICE
The system shall accommodate large data items without fault.,FT,promise_exp
'The same hardware supporting the current website will be used to support the new system.',O,NICE
The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.,LF,promise_exp
The product shall allow for customization of start page and views preferences.,US,promise_exp
'The bottom 3/4 of the table will hold events that occur according to its relevance to current time.',LF,NICE
The application shall run on a web application server.,O,promise_exp
The product shall be intuitive and self-explanatory. 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,US,promise_exp
The system must provide audit capabilities to indicate the timestamp for data deletion.,SE,dcai24
The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,A,promise_exp
'The system shall contain contact information (e-mail and phone number) for all people relevant to the system including (but not limited to) staff members students lecture instructors clinical lab instructors and clinical site administrators.',FR,NICE
NPAC SMS shall provide an Unused Userid Disable Period tunable parameter which is defined as the number of days for which the userId has not been used.,SE,dcai24
'A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.',LF,NICE
'The Disputes applications shall interface with the Merchant Information Database. The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.',O,NICE
The system shall allow users to securely log onto the system.,SE,dcai24
'The system shall retain the available recycled parts and suppliers returned from the search.',FR,NICE
'The Disputes System shall accurately provide a list of possible reason codes for a given transaction. The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to according to the business rules defined for the Disputes System.',L,NICE
Can give feedback to the 24X7 Customer Care Service center about their impression for the site and services.,FR,promise_exp
In that way all users can have relevant access to the sys- tem and get updated information from the wind power plants.,SE,dcai24
The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information; the dispute case number  the type of chargeback requested (pending or immediate)  and the date that the merchant response is due.,FR,promise_exp
'The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.',US,NICE
The vehicle location shall include street address city state and zipcode,FR,promise_exp
'Washing parameters will be updated during scheduled maintenance hours.',MN,NICE
The system could provide the ability to create access privilege rules.,SE,dcai24
'The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case.',FR,NICE
'The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.',FR,NICE
Other TU/e related Facebook-sites can be selected from a list (see for contents of list requirement UCAR803).,FR,dcai24
"Data that is especially hard to extract, for whatever reason, will be manually extracted and added to the database by a developer.",FR,dcai24
'The product is expected to integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access.',O,NICE
'The recycled parts search results provided to the estimator shall be retrieved by the system.',FR,NICE
6) The system shall conform to function IN.1.6 (Secure DataExchange).,SE,dcai24
'When a ship is sunk the product shall simulate the sound of a sinking ship.',LF,NICE
'The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.',MN,NICE
The system shall run on Windows Server 2003.,PO,promise_exp
The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,LF,promise_exp
Daily usage statistics should be logged  and accessible by the administrator.,FR,promise_exp
The product shall be expected to operate for at least 5 years for each customer installation.,SC,promise_exp
The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.,FR,promise_exp
Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.,A,promise_exp
'The system shall color code events according to their variance from current time.',LF,NICE
In case of managed services the CNG shall support zero-touch provisioning to activate new services starting from Internet access to voice and video services and shall be remotely manageable. In case of unmanaged services the user shall be able to configure the CNG by himself.,FR,dcai24
'The product shall be able to be installed in any operating environment within 2 days.',O,NICE
"In this case, if the user no longer wishes to use the system, he/she can click Ã¢â‚¬Å“Delete ProfileÃ¢â‚¬Â_x009d_ button. After deleting the profile, the user will no longer be able to use the system with the account details that he entered before.",FR,dcai24
The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,O,promise_exp
'The preferred repair facility shall be returned to the user.',FR,NICE
'The appearance of the product shall appear professional',LF,NICE
The response shall be fast enough to avoid interrupting the user's flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.',PE,NICE
The Disputes application shall interface with the Letters application. This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.,O,dcai24
The product shall simulate the look of ships at sea.,LF,promise_exp
Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,FR,promise_exp
Controls access to data in the repository based on multiple permission levels. These permission levels determine the create/edit/read/delete privileges granted users.,SE,dcai24
The system shall allow a user to define the time segments,FR,promise_exp
Card issuers must provide an alphabetic currency code in each message that establishes a new currency. This alphabetic currency code and the currency exponent will be used by the load device to display currency balances. This allows the cardholder to identify the currency being displayed,FR,dcai24
An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,US,promise_exp
Once a game has been initiated the product shall make the players assigned to the game unavailable for selection from the list of players.,FR,dcai24
The System shall not require additional third party licenses resulting in royalty fees.,O,promise_exp
An end-user may use this system on any OS; either it is Windows or Linux.,PO,promise_exp
The system shall validate the amount is available in the user's account before releasing funds to the user.,FR,promise_exp
'The system will provide a 24 hour 800 toll free number for support to its customers.',A,NICE
Protocols adaptation for control plane or management plane may be performed by CNG.,FR,dcai24
'System shall let customers cancel their account process shall take no longer than 2 minutes. Database will mark the account as inactive and user will not be able to log into the website.',PE,NICE
'The website shall protect itself from intentional abuse and notify the administrator at all occurrences.',MN,NICE
Multiple public identities on the same terminal shall be supported.,O,dcai24
The website shall make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website.,SE,dcai24
100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,US,promise_exp
'The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications',LF,NICE
'The website will use standard Internet conventions when interacting with the user.',LF,NICE
The website shall be available for use 24 hours per day 365 days per year.,A,dcai24
Changes to revenue and expense formulae must be applied to the RFS system every year prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt after which 2 weeks will be allotted to testing of the budget calculations to be conducted jointly by the project development team and PCG Finance.,MN,dcai24
The product shall interface with the Choice Parts System.  This provides the feed of recycled parts data.,O,promise_exp
The product must work with most database management systems (DBMS) on the market  whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.,O,promise_exp
The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems data shall remain 100% uncorrupted each time malicious data is input into the product.,SE,dcai24
By clicking on a topic the full text regarding that topic is shown.,FR,dcai24
'The number of mistakes noted by the students shall be decreased by 50% in the first year.',US,NICE
A Controlling Authority is responsible for Working with the Card Issuer to load generated keys into the Controlling Authority's Security Domain,SE,dcai24
'The product shall allow a player to position ships horizontally on their grid.',FR,NICE
'Changes to revenue and expense formulae must be applied to the RFS system every year prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt after which 2 weeks will be allotted to testing of the budget calculations to be conducted jointly by the project development team and PCG Finance.',L,NICE
The administrator can remove buildings.,FR,dcai24
'The product shall be available for distribution as a packaged CD.',O,NICE
The Issuer Security Domain shall implement one Secure Channel Protocol.,SE,dcai24
'All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.',L,NICE
PME Subsystem shall allow for a product to exist in more than one submenu,FR,promise_exp
'The Disputes System will provide the user the ability to create or initiate a ticket retrieval request. As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request. The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.',FR,NICE
The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,A,promise_exp
The washing process must use a non binding neutral data format such as xml when receiving and processing lead data.,O,dcai24
The application shall ask the user to confirm dropping a player or trading a player before performing the action.,US,promise_exp
'The maintenance of the product will fall within the established corporate maintenance windows.',MN,NICE
If the CND contains an ISIM/UICC it shall support the AKA authentication method (TS 187 001 [8]),FR,dcai24
'The report of needed classes shall include (but not be limited to) classes to be offered number of sections needed number of labs needed and room types needed.',FR,NICE
The product shall be easy to learn by Adjusters and Collision Estimators.  The product shall be learned with two days onsite training,US,promise_exp
"If the user denies to user the location service , prompt the user to home screen",FR,dcai24
All organisations hosting components of the EHRi or connecting to the EHRi must obtain a signed confidentiality agreement from each permanent or temporary staff member or contractor who is a registered user of a POS connected to the EHRi or who has access to hosted components of the EHRi as part of his or her initial terms and conditions of employment.,SE,dcai24
The system should keep the customer contact number.,FR,promise_exp
'The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.',PE,NICE
Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds.,PE,dcai24
The system provides storage of all databases on redundant computers with automatic switchover.,O,promise_exp
The intranet pages should display appropriately in all resolutions from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.,LF,dcai24
The website will provide a help section with answers and solutions to common problems.,US,promise_exp
'System shall let the administrator add/remove categories on the website in under 5 minutes.',PE,NICE
The system shall reveal private information only in compliance with the organization's information policy.',L,NICE
Send transactions to card issuers or their processors in a standard format defined in agreement with the scheme provider,FR,dcai24
The recycled parts audit report shall be returned to the user within 10 seconds. The audit report shall be returned within 10 seconds.,PE,dcai24
'The product shall be able support 1000 simultaneous users.',SC,NICE
The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.,FR,promise_exp
100% of saved user preferences shall be restored when system comes back online.,FT,promise_exp
