text,label_binary,sub_NFR,source
"The system shall will also, for each control unit in the system, produce a table of the returned â€˜one-way hash functionâ€™ (Message Digest) values, of each of the â€˜Control Unit Non-Volatile Memoryâ€™ items, The returned â€˜Message Digestâ€™ values shall will be stored as hexadecimal characters, The appropriate â€˜Message Digestâ€™ table shall will be maintained in non-volatile memory in each system control unit.",NFR,SE,dcai24
"For system login purposes, the hash function shall will also be used to encrypt user passwords.",NFR,SE,dcai24
"The RLCS shall incorporate a database to store, process, and retrieve all data necessary to secure the system from unauthorized use, The processing code at the FCU and DCU controllers shall be resident in non-volatile memory.",NFR,SE,dcai24
"The RLCS shall incorporate a database to store, process, and retrieve all data necessary to secure the system from unauthorized use.",NFR,SE,dcai24
The MD5 algorithm shall be used to secure application data and software in the controllers and the application server.,NFR,SE,dcai24
The system shall allow all users to have different access levels to the projects.,NFR,SE,dcai24
The system shall allow secure storage of passwords in the database.,NFR,SE,dcai24
The system shall allow users to securely log onto the system.,NFR,SE,dcai24
The system shall provide a P3P dedicated section in the tool.,NFR,SE,dcai24
The system shall provide an EPAL dedicated section in the tool.,NFR,SE,dcai24
The system shall support association of privacy preferences with objects.,NFR,SE,dcai24
The system shall support deriving access control elements.,NFR,SE,dcai24
The system shall support access control specification using Ponder language.,NFR,SE,dcai24
The system shall provide partial support for translating Ponder policy into Alloy specifications for security verification.,NFR,SE,dcai24
The system shall provide a way to extract goals data-usage information from a P3P privacy policy according to the P3P standard.,NFR,SE,dcai24
The system shall provide a way to extract goals data-usage information according toas per the userâ€™s privacy preferences in accordance with the P3P standard.,NFR,SE,dcai24
The system shall provide a way to capture the mined goals information from the P3P policy into a database corresponding to a P3P privacy policy.,NFR,SE,dcai24
The system shall provide a way to capture the mined goals information from the userâ€™s privacy preferences into a database corresponding to the userâ€™s privacy preferences.,NFR,SE,dcai24
The system shall provide a way to evaluate the information extracted from the P3P privacy policy against the information extracted from the userâ€™s privacy preferences.,NFR,SE,dcai24
"The user shall be able to renumber the bridge key identifier and have the change made globally, This functionality shall be restricted depending on the user privilege.",NFR,SE,dcai24
"Changes to calculated results such as Sufficiency Rating or NBI Appraisal Ratings will be prohibited except for secured, privileged users.",NFR,SE,dcai24
"The ability of the user to update the calculated ratings and status in the database shall be a controlled privilege, Agencies may optionally exclude/prohibit direct edits to the calculated inspection results such as the NBI translator output, The agency shall therefore be able to enforce strict use of calculated translator results for calculating NBI condition ratings.",NFR,SE,dcai24
"The system shall guarantee atomic database transactions to ensure maximum data integrity, using standard .NET transaction management capabilities.",NFR,SE,dcai24
The system shall maximize multi-user concurrency and conflict resolution in the application using standard .NET session and transaction management capabilities.,NFR,SE,dcai24
The administrator shall be able to assign application permissions to each user roles.,NFR,SE,dcai24
The administrator shall be able to create bridge-level access filters.,NFR,SE,dcai24
The system shall be capable of validating user name and password during log-in process.,NFR,SE,dcai24
The system shall be capable of authorizing access to Pontis functionalities depending on the userâ€™s privileges during log-in process.,NFR,SE,dcai24
The system shall be capable of tracking login and logout activity.,NFR,SE,dcai24
The system shall be capable of supporting Windows Authentication mechanism for database access.,NFR,SE,dcai24
The system shall be capable of integrating authentication and permissions with BRIDGEWare.,NFR,SE,dcai24
The system shall be capable of operating with a single-sign-on authentication mechanism based on Active Directory Services or the LDAP standard.,NFR,SE,dcai24
The administrator shall be able to configure field-level security.,NFR,SE,dcai24
The administrator shall be able to configure different levels of permission to control editing of checked-out bridges.,NFR,SE,dcai24
The system shall provide application administrators with a secured tool for clearing batch processing tables used by the system for deadlock/lockout resolution.,NFR,SE,dcai24
"The system shall provide a fixed set of predefined, secured, administration reports to document users, user roles, application privileges, user login sessions, checked-out bridges, and other key information necessary to manage application operation.",NFR,SE,dcai24
"It is assumed that authentication will utilize a single sign-on (SSO) approach and application security will be declaratively managed through database or directory entries, rather than hard-wired into the application.",NFR,SE,dcai24
This security structure should be similar to the existing security approach in Pontis 4.x.,NFR,SE,dcai24
"The application level security controls will be consistent with current Pontis 4.x procedures, except more comprehensive; no exceptional controls are required.",NFR,SE,dcai24
"Access to all other configuration parameters, such as module access, will be restricted to Pontis super users or application administrators.",NFR,SE,dcai24
"The Framework MUST guard against malicious scripts on remote websites from accessing its information, The Framework MUST guard against unintended corruption of information by the user himself.",NFR,SE,dcai24
"The system does not use or receive network connections and is used locally, This means that no network safety requirements exist, Overwriting an existing file on the file system has to be confirmed from the user to prevent accidental loss of data.",NFR,SE,dcai24
No personal information is stored by the system so no specific security requirements need to be defined.,NFR,SE,dcai24
All users of the Backend System must be uniquely identified.,NFR,SE,dcai24
"If a user cannot be identified, they will not be given access.",NFR,SE,dcai24
"In order to monitor all past access to the system, all attempts to access the system should be logged.",NFR,SE,dcai24
Systems operations should be given unrestricted access to all aspects of the system and should have the authority to grant and revoke privileges on a per-user basis.,NFR,SE,dcai24
All login attempts shall be done in a secure manner.,NFR,SE,dcai24
A system administrator shall have unrestricted access to all aspects of the system.,NFR,SE,dcai24
Each user shall have a set of system access properties that defines the userâ€™s privileges within the system.,NFR,SE,dcai24
The administrator shall have the ability to create and add a new user to the system.,NFR,SE,dcai24
The administrator shall have the ability to remove a user from the system.,NFR,SE,dcai24
The administrator shall have the ability to edit a userâ€™s system access properties.,NFR,SE,dcai24
The administrator shall have the ability to block all access to the system for all users or selectively by user.,NFR,SE,dcai24
All blocked users with active sessions shall automatically be logged off.,NFR,SE,dcai24
A few authorized individuals may be allowed access to parts of the system that are usually considered restricted.,NFR,SE,dcai24
*agentMom shall support the ability to encrypt unicast message.,NFR,SE,dcai24
*agentMom shall support the ability to decrypt unicast message.,NFR,SE,dcai24
agentMom shall allow an agent to decide whether or not to encrypt a message.,NFR,SE,dcai24
agentMom shall automatically decrypt encrypted message.,NFR,SE,dcai24
agentMom shall support the ability to encrypt multicast message.,NFR,SE,dcai24
agentMom shall support the ability to decrypt multicast message.,NFR,SE,dcai24
There shall be two levels of access; one for teachers and assistants and one for administrators.,NFR,SE,dcai24
The teachers and assistants shall only be allowed to enter or edit child comments and child arrival or departure times.,NFR,SE,dcai24
The administrators shall be allowed to enter or edit all data.,NFR,SE,dcai24
Only the administrators shall be allowed to view or print reports.,NFR,SE,dcai24
Only the administrators shall be allowed to view or print invoices.,NFR,SE,dcai24
All employees shall be allowed to use the Daily Reminders.,NFR,SE,dcai24
Each user shall be required to log on with a unique user name and password before using the system.,NFR,SE,dcai24
The password does not need to be unique.,NFR,SE,dcai24
The user name shall be the first four charters of the employee's last name followed by the first three characters of their first name.,NFR,SE,dcai24
A password shall be assigned to each user.,NFR,SE,dcai24
The password shall contain 6 to 8 alphanumeric characters.,NFR,SE,dcai24
After three unsuccessful attempts to enter a password the user shall be locked out of the system until their password is reset.,NFR,SE,dcai24
A new password shall be assigned if a user forgets.,NFR,SE,dcai24
If there is no activity for 10 minutes the user shall be logged off of the system.,NFR,SE,dcai24
The product will be as secure as the web browser that will run the product.,NFR,SE,dcai24
"Ability for the user to share inbox, calendar, and files with users, given permission.",NFR,SE,dcai24
Ability for the user to delegate their permissions to another user.,NFR,SE,dcai24
"Ability for the agency admin to meet Federal regulations for retention (i.e. Sarbanes Oxley, Gramm-Leach-Bliley Act (GLB), HIPAA, etc.)",NFR,SE,dcai24
Ability for the data center admin to recover at the file level.,NFR,SE,dcai24
Ability for the data center admin to recover all messages.,NFR,SE,dcai24
Ability for the data center admin to recover a specific e-mail message.,NFR,SE,dcai24
Ability for the data center admin to recover by mailbox.,NFR,SE,dcai24
Ability for the data center admin to recover by time.,NFR,SE,dcai24
Ability for the data center admin to maintain backup and restore event logs.,NFR,SE,dcai24
Ability for the data center admin to restore previous backup without service interruption.,NFR,SE,dcai24
Ability for the data center admin to provide pre-emptive e-mail virus protection (scanning prior to delivery at the mail server).,NFR,SE,dcai24
Ability for the data center admin to provide pre-emptive e-mail content filtering.,NFR,SE,dcai24
Ability for the data center admin to whitelist/blacklist senders by domain or IP address.,NFR,SE,dcai24
Ability for the data center admin to block or allow e-mail based on multiple message attributes.,NFR,SE,dcai24
Ability for the data center admin to integrate message hygiene (antispam/antivirus) with LDAP.,NFR,SE,dcai24
Ability for the data center admin to provide message hygiene (antispam/antivirus) statistical reports.,NFR,SE,dcai24
Ability for the user to encrypt outbound e-mail.,NFR,SE,dcai24
Ability for the user to establish TLS encryption with other businesses or customers.,NFR,SE,dcai24
Ability for the data center admin to protect the reputation of outbound mail gateways.,NFR,SE,dcai24
Ability for the data center admin to protect internal e-mail customer identity.,NFR,SE,dcai24
"Ability for the user to access e-mail by secure web or client. (Calendar, Address book, Ability to send and receive).",NFR,SE,dcai24
Ability for the user to access mailbox and components via a web browser over a secure (encrypted) connection.,NFR,SE,dcai24
Every user account is protected with a personal password.,NFR,SE,dcai24
Nobody except the specific user should be able to log into that account and change personal information.,NFR,SE,dcai24
The password of the user should be encrypted when submitted from user to server.,NFR,SE,dcai24
It should also be saved in an encrypted way in the database and no-one except the PMS should be able to access these passwords.,NFR,SE,dcai24
Direct access to the data stored in the database is only allowed for Administrator(s) using the CLI.,NFR,SE,dcai24
"The user levels (see section 2.3) should always be respected with regard to editing, deleting and uploading publications (and their bibliographical details) .",NFR,SE,dcai24
"The System shall provide the capability to operate in an Open Mode, within which authorized customers shall be allowed read-only access to requested Data Products.",NFR,SE,dcai24
"The System shall provide the capability to operate in a Restricted Access Mode, within which only users meeting certain criteria will be authorized access to the data.",NFR,SE,dcai24
Criteria will be defined in the TBD Data Denial Plan.,NFR,SE,dcai24
"The System shall provide an online capability for registered users to request subscriptions to xDRs, Ancillary, NOAA-Unique, and Tailored Data Products.",NFR,SE,dcai24
"The System shall provide an online capability for the Government to approve subscription requests for xDRs, Ancillary, NOAA-Unique, and Tailored Data Products.",NFR,SE,dcai24
The System shall ensure that NDE information is accessible only to those authorized to have access.,NFR,SE,dcai24
The System shall be capable of registering Users for the purpose of controlling their access to System Elements and Data Products.,NFR,SE,dcai24
"The System shall comply with ESPC (DoC/NOAA/NESDIS) procedures and policies as stated in the NOAA IT Security Manual 212-1300, Version 3.3, dated May 15, 2007.",NFR,SE,dcai24
The NDE System can be accessed only with the authorization of the Government.,NFR,SE,dcai24
"Administrative metrics â€“ user access lists, data download estimates.",NFR,SE,dcai24
"STEWARDS will follow industry best practices for authentication, using single-sign-on systems like Microsoft Active Directory to perform authentication.",NFR,SE,dcai24
Authentication addresses security requirements to ensure those using system are who they say they are.,NFR,SE,dcai24
This is of greatest concern when data are being changed or updated.,NFR,SE,dcai24
This is primarily done through userids and passwords.,NFR,SE,dcai24
Confidentiality security requirements describe the need to protect the data appropriately.,NFR,SE,dcai24
STEWARDS will use the user classes described in section 2.3 above to define boundaries of information sharing to ensure confidentiality as appropriate.,NFR,SE,dcai24
Any data that should be viewed by a restricted audience must be protected with appropriate security features.,NFR,SE,dcai24
The integrity of STEWARDS data will be critical to its success as a product.,NFR,SE,dcai24
Scientific research and publications will be based on the data obtained through the system.,NFR,SE,dcai24
"Therefore, extensive data validation and review will be performed both before data are uploaded to the system and as part of the upload process.",NFR,SE,dcai24
"The system will need policy and procedures protecting the data from intentional or unintentional modifications, and to ensure accurate data are made available.",NFR,SE,dcai24
"For this system, availability will be concerned with the reliability of the software and network components. Intentional â€œdenial of service attacksâ€_x009d_ is not foreseen as a significant concern.",NFR,SE,dcai24
"The DUAP System shall allow the system administrator to add, modify, and delete Input Services.",NFR,SE,dcai24
"The DUAP System shall allow the system administrator to add, modify, and delete Computational Services.",NFR,SE,dcai24
"The DUAP System shall allow the system administrator to add, modify, and delete Output Services.",NFR,SE,dcai24
"The DUAP System shall allow the system administrator to add, modify, and delete Presentation Services.",NFR,SE,dcai24
The DUAP System shall restrict access to authorized users.,NFR,SE,dcai24
The DUAP System shall keep records of user access.,NFR,SE,dcai24
"The DUAP System shall allow a system administrator to add, modify and delete user access rights.",NFR,SE,dcai24
The DUAP System shall be able to log system operations.,NFR,SE,dcai24
The DUAP System shall log Administrative Services data transactions.,NFR,SE,dcai24
The DUAP System shall require users to log in for system access.,NFR,SE,dcai24
The DUAP Presentation Services shall require users to uniquely identify themselves.,NFR,SE,dcai24
The DUAP Presentation Services shall require users to confirm their identity.,NFR,SE,dcai24
"Access to the DUAP system shall be limited to users
 authorized by MDOT.",NFR,SE,dcai24
The system should display grade information to the appropriate actor.,NFR,SE,dcai24
"The system should display grade information such as the grade for each assignment, averages, and overall grade to the actor to whom the grades belong.",NFR,SE,dcai24
No other actor should be able to view anotherâ€™s grades except an actor in the role of course administrator for the course towhich the grades belong.,NFR,SE,dcai24
The system must provide the management of user rights and permissions.,NFR,SE,dcai24
The system must provide at application level a full security and encryption policy compatible with the level of security required in such situation.,NFR,SE,dcai24
"The system must be such that none of the Member States of the network, including the administrator, re-construct a consolidated European database.",NFR,SE,dcai24
"Information that the product will collect or store, which need access protections include user specified color palettes and their store of access permissions.",NFR,SE,dcai24
Access to this information must be private.,NFR,SE,dcai24
"Most important, the store of access permissions to administrative features and access permissions must be secure.",NFR,SE,dcai24
Implementations of Privacy and security must be on par with industry standards.,NFR,SE,dcai24
ColorKast believes that a typical employee or consumer should be granted default privileges only.,NFR,SE,dcai24
Administrative users can give other users administrative access up to their own access level only.,NFR,SE,dcai24
"The first type, general user, shall only be permitted to utilize a limited set of the capabilities of the tool.",NFR,SE,dcai24
Typically a general user is only permitted to view the results of diagnostic processing either current or historical.,NFR,SE,dcai24
"The second type, administrator, shall be permitted all the privileges of the general user plus those identified in Table 2.",NFR,SE,dcai24
The administrator is permitted all the privileges of the general user in addition to the privileges to configure the system and modify fixed data and diagnostic settings.,NFR,SE,dcai24
"The tool shall permit sensed data to be input from an electronic file, though not simultaneously with sensed data from external acquisition hardware.",NFR,SE,dcai24
"The menu item named â€œLogoutâ€_x009d_ in the main menu entitled â€œFileâ€_x009d_ shall be enabled only if the current user is presently authenticated as the administrator user. Otherwise, this menu item shall be disabled.",NFR,SE,dcai24
"The configuration window shall permit the administrator user to modify the following parameters: The password for the administrator user, A toggle enabling or disabling the main window of the tool as a screen saver, A toggle enabling or disabling the main windowâ€™s position on the screen as the top most window, Buildings and subsystems to be monitored and the conditions they will be monitored for, The conditions will be selected from a list provided by the tool, The enabled state of individual conditions, Disabled conditions will not be processed or displayed, The sensitivity of each condition by selecting a sensitivity from a list provided by the tool, Scale factors for transforming the engineering units of sensed input data to the required units, The expected range of sensed input data.",NFR,SE,dcai24
The Clarus system shall enable administrators to manage security groups.,NFR,SE,dcai24
The CAS system shall enable administrators to manage security group members.,NFR,SE,dcai24
The CAS shall have an administrator security group.,NFR,SE,dcai24
The CAS shall have a quality manager security group.,NFR,SE,dcai24
The CAUI shall enable administrators to manage security group members.,NFR,SE,dcai24
Internally to the CPN a CNG transmitting private or other critical information (i.e. to a CND) shall protect the data from unauthorised disclosure.,NFR,SE,dcai24
Internally to the CPN a CNG receiving private or other critical information (i.e. from a CND) should verify that the data was protected from unauthorised disclosure.,NFR,SE,dcai24
The CNG shall detect the end of the life of the key used for cryptographic protection of the wireless communication between the CND and the CNG.,NFR,SE,dcai24
A CPN-user attempting to invoke a CNG-mediated service shall be identified and authenticated by the CNG before being granted access to the service.,NFR,SE,dcai24
The CNG shall implement an authentication failure handling policy.,NFR,SE,dcai24
The CNG shall take action according to local authentication failure handling policy (which may include silently discarding the authentication and explicit failure notification or in the case of a replay of credentials may include notification of the true owner of the credentials) upon detection of failure during identification authentication and authorization.,NFR,SE,dcai24
The CNG should detect replayed user and/or device credentials.,NFR,SE,dcai24
When the CNG detects replayed user and/or device credentials the CNG shall stop the relevant processes.,NFR,SE,dcai24
The CNG shall implement a privacy protection policy specifying as a minimum private and critical information.,NFR,SE,dcai24
When the CNG detects violation of the privacy protection policy the CNG shall discard all signalling including signalling from the NGN.,NFR,SE,dcai24
The CNG shall implement an authorization management handling policy.,NFR,SE,dcai24
On reception at the CNG of a message to access configuration information for update and detection of authorization failure the CNG shall reject the request and manage the failure in accordance with the CPN authorization management handling policy.,NFR,SE,dcai24
Where a CND invokes a session at the CNG the CNG shall record the association of session-id invoking device identity and invoking user-id.,NFR,SE,dcai24
On transmission of management information from the CNG to a CND the CNG shall append a timestamp or sequence number to the outgoing message.,NFR,SE,dcai24
On reception at the CNG of a message containing management information the CNG shall extract the timestamp or sequence number and verify that the message has not been replayed.,NFR,SE,dcai24
On reception at the CNG of a message to access or update configuration information the CNG shall allow access only if the sender is an administrator.,NFR,SE,dcai24
On detection of a message integrity error at the CNG the CNG shall discard the message.,NFR,SE,dcai24
On indication received at the CNG of a resource allocation expiry the CNG shall delete all residual data associated with the invocation of the resource.,NFR,SE,dcai24
On receipt of a valid (i.e. authorized) request for data stored in the CNG the CNG shall return the requested data to the requesting user.,NFR,SE,dcai24
On receipt of a valid (i.e. authorized) request for access to a CNG hosted service or application the CNG shall provide the requested service or application to the requesting user.,NFR,SE,dcai24
On detection of any system failure or discontinuity not specifically handled by other mechanisms the CNG shall revert to a known safe state.,NFR,SE,dcai24
The CNG shall support mechanisms to authenticate itself to the NGN for connectivity purposes.,NFR,SE,dcai24
The CNG shall support mechanisms to authenticate itself to the NGN for service usage purposes.,NFR,SE,dcai24
The CNG shall support mechanisms to authenticate CNDs to the NGN for service usage purposes if they are not able to fully support the related procedures in an autonomous way.,NFR,SE,dcai24
The CNG shall support mechanisms for authentication of wireless CNDs for local connectivity. Similar mechanisms may be also implemented for non-wireless devices.,NFR,SE,dcai24
The CNG and CPN shall support mechanisms that prevent access to the network by unauthorized users.,NFR,SE,dcai24
The capacity of the authorized entities should depend on the security policies defined by the service providers managing the CNG.,NFR,SE,dcai24
The CNG and the CPN shall implement mechanisms to limit the visibility of the WAN side network and resources to authorized entities.,NFR,SE,dcai24
The diagnostic operations on the CPN by an operator shall be performed in accordance with rules protecting the users' privacy.,NFR,SE,dcai24
CPN environment shall be protected with a stateful firewall function that may be implemented in the CNG.,NFR,SE,dcai24
The CNG and the CPN shall be able to support parental control related functionalities limiting the use of the broadband connection on a user or time basis. Limitations on a content basis may be shared with devoted network servers.,NFR,SE,dcai24
All applications under the GlobalPlatform shall be implemented in a hardware-neutral secure runtime environment,NFR,SE,dcai24
The run time environment shall be responsible to separate secure storage for the application code and data,NFR,SE,dcai24
Security domain shall ensure complete seperation of keys among the card issuers and other application providers,NFR,SE,dcai24
"""Security Domains shall support security services such as key handling, encryption, decryption, digital signature generation and verification for their providers' such as card issuer, applicaiton providers and controlling authority""",NFR,SE,dcai24
The OPEN shall responsible to enforce security principles defined for Card Content management.,NFR,SE,dcai24
The GlobalPlatform API shall provides services to the application such as card verification and security services,NFR,SE,dcai24
The primary goal of the GlobalPlatform is to ensure the security and integrity of the card's components for the life of the card. These components are The runtime environment The OPEN The Issuer Security Domain Supplementary Security Domains The Applications.,NFR,SE,dcai24
To ensure card security and integrity the GlobalPlatform is designed to support a range of secure mechanisms for: Data integrity Resource availability Confidentiality Authentication.,NFR,SE,dcai24
The Card Issuer is responsible for Generating and loading the Issuer Security Domain keys,NFR,SE,dcai24
"""The Card Issuer is responsible for Enforcing standards and policies for Application Providers governing all aspects of Applications to be provided to the Card Issuer or operated on the Card Issuer's cards,""",NFR,SE,dcai24
The Card Issuer is responsible for Cryptographically authorizing load install and extradition to be performed by Application Providers.,NFR,SE,dcai24
"""The Application Provider is responsible for Generating the keys for its own Security Domains or obtaining Security Domain keys from a trusted third party,""",NFR,SE,dcai24
The Application Provider is responsible for Working with the Card Issuer to load generated keys into the Application Provider's Security Domain,NFR,SE,dcai24
"""The Application Provider is responsible for Providing load file data block signatures according to its own security policy for integrity and source authenticity,""",NFR,SE,dcai24
"""A Controlling Authority is responsible for Generating the keys for its own Security Domain or obtaining Security Domain keys from a trusted third party,""",NFR,SE,dcai24
A Controlling Authority is responsible for Working with the Card Issuer to load generated keys into the Controlling Authority's Security Domain,NFR,SE,dcai24
"""A Controlling Authority is responsible for Providing load file data block signatures according to its own security policy for integrity and source authenticity.""",NFR,SE,dcai24
"""The runtime environment is responsible for Providing an interface to all Applications that ensures that the runtime environment security mechanisms cannot be bypassed, deactivated, corrupted or otherwise circumvented,""",NFR,SE,dcai24
The runtime environment is responsible for Performing secure memory management,NFR,SE,dcai24
"""Secure memory management shall ensure that Each application's code and data (including transient session data) as well as the runtime environment itself and its data (including transient session data) is protected from unauthorized access from within the card,""",NFR,SE,dcai24
"""Secure memory management shall ensure that When more than one logical channel is supported, each concurrently selected Application's code and data (including transient session data) as well as the runtime environment itself and its data (including transient session data) is protected from unauthorized access from within the card,""",NFR,SE,dcai24
Secure memory management shall ensure that The previous contents of the memory is not accessible when that memory is reused,NFR,SE,dcai24
"""Secure memory management shall ensure that The memory recovery process is secure and consistent in case of a loss of power or withdrawal of the card from the card reader while an operation is in progress,""",NFR,SE,dcai24
"""The runtime environment is responsible for Providing communication services with off-card entities that ensures the proper transmission (according to the specific communication protocol rules) of unaltered command and response messages.""",NFR,SE,dcai24
Each Trusted Framework present on the card shall Check the application access rules of the inter-acting Applications according to their respective privileges,NFR,SE,dcai24
"""Each Trusted Framework present on the card shall Enforce the Trusted Framework security rules for inter-application communication, including the rules, defined in appendix G,""",NFR,SE,dcai24
Each Trusted Framework present on the card shall Ensure that incoming messages are properly routed unaltered to their intended destinations,NFR,SE,dcai24
"""Each Trusted Framework present on the card shall Ensure that any response messages are properly returned unaltered (except for any cryptographic protection) to the original receiver of the incoming message.""",NFR,SE,dcai24
"""The OPEN shall Provide an interface to all Applications that ensures that the GlobalPlatform security mechanism cannot be bypassed, deactivated, corrupted or otherwise circumvented,""",NFR,SE,dcai24
The OPEN shall Check application access rules according to the Applications' privileges,NFR,SE,dcai24
The OPEN shall Ensure that the Card Content changes are authorized by the Card Issuer,NFR,SE,dcai24
The OPEN shall Ensure that application code has been signed by the Controlling Authority represented on the card,NFR,SE,dcai24
The OPEN shall Ensure that application code has been signed by Application Providers represented on the card if required.,NFR,SE,dcai24
Security Domains enforce the security policies of their off-card Security Domain Provider.,NFR,SE,dcai24
"""When applicable a Security Domain shall Communicate with off-card entities in accordance with its Security Domain Provider's security policy in Pre-Issuance and Post-Issuance,""",NFR,SE,dcai24
When applicable a Security Domain shall Manage on-card data securely,NFR,SE,dcai24
"""When applicable a Security Domain shall Provide cryptographic protection services for its own Applications during their personalization and optionally during their subsequent operation,""",NFR,SE,dcai24
When applicable a Security Domain shall Verify the authorization for Card Content changes initiated by an off-card authority,NFR,SE,dcai24
When applicable a Security Domain shall Verify the load file data block signature when requested by the OPEN.,NFR,SE,dcai24
A Global Services Application shall Hold the Global Services application-related data securely,NFR,SE,dcai24
A Global Services Application shall Perform internal security measures as required by the service.,NFR,SE,dcai24
Applications should Expose only data and resources that are necessary for proper application functionality,NFR,SE,dcai24
Applications should Perform internal security measures required by the Application Provider,NFR,SE,dcai24
The back-end systems (multiple back-end systems may exist for a single card) which communicate with the cards perform the verifications and manage the off-card key databases also shall be trusted.,NFR,SE,dcai24
"""One of the major requirements for a GlobalPlatform card is the ability to provide a minimum level of cryptographic functionality. This cryptography is, for example, used for the generation of signatures, and is available for use by the Applications present on the card.""",NFR,SE,dcai24
The Issuer Security Domain shall implement one Secure Channel Protocol.,NFR,SE,dcai24
A Security Domain other than the Issuer Security Domain shall implement [at least] one Secure Channel Protocol.,NFR,SE,dcai24
A GlobalPlatform card should support symmetric cryptography such as the Data Encryption Standard (DES) algorithm.,NFR,SE,dcai24
A GlobalPlatform card may also support asymmetric cryptography such as the Rivest / Shamir / Adleman (RSA) algorithm.,NFR,SE,dcai24
When present services to encrypt and decrypt any pattern of data using these algorithms shall be available to Applications.,NFR,SE,dcai24
"""It is the responsibility of the Card Issuer or the Controlling Authority to set up the appropriate off-card procedures to comply with the governmental restrictions upon cryptography. Features to disable or restrict cryptography usage by Applications on a card are beyond the scope of this Specification"".",NFR,SE,dcai24
The Load File Data Block Hash is intended to verify the integrity of a complete Load File Data Block when loaded to a GlobalPlatform card.,NFR,SE,dcai24
The Load File Data Block Hash is used in the computation of The Load File Data Block Signature.,NFR,SE,dcai24
When present during the loading of a Load File to the card each signature shall be verified by the appropriate Security Domain.,NFR,SE,dcai24
Tokens shall be verified by the appropriate Security Domain.,NFR,SE,dcai24
A GlobalPlatform card offers Entity authentication - in which the card or the off-card entity proves its authenticity to the other entity through a cryptographic exchange.,NFR,SE,dcai24
A GlobalPlatform card offers Integrity and authentication - in which the receiving entity (the card or off-card entity) ensures that the data being received from the sending entity (respectively the off-card entity or card) actually came from an authenticated entity in the correct sequence and has not been altered,NFR,SE,dcai24
A GlobalPlatform card offers Confidentiality - in which data being transmitted from the sending entity (the off-card entity or card) to the receiving entity (respectively the card or off-card entity) is not viewable by an unauthenticated entity.,NFR,SE,dcai24
The life cycle models is responsible to functionality and security of Card Executable Load Files Executable Modules Security Domains and Applications.,NFR,SE,dcai24
The OPEN shall be responsible to maintain security and administration of the card and its content.,NFR,SE,dcai24
The off-card entity under the OP_READY state may insert Security Domain keys in order to maintain a cryptographic key separation from the Issuer Security Domain keys.,NFR,SE,dcai24
The SECURED state may be used to enforce the relevant security policies of the security domain and applications.,NFR,SE,dcai24
The off-card entity under the SECURE state shall be used to ensure the availability of all keys by the issuer security domain.,NFR,SE,dcai24
Successful authentication is a prerequisite for the processing of any on-line or offline CEPS transaction.,NFR,SE,dcai24
On-line authentication must take place between the card issuer and the CEP card for load unload and currency exchange transactions.,NFR,SE,dcai24
The card issuer and the CEP card share a secret key to generate and verify MACs.,NFR,SE,dcai24
Off-line authentication must take place between a PSAM in the POS device and the CEP card for purchase and cancel last purchase transactions.,NFR,SE,dcai24
The card and the PSAM must use a public key algorithm for mutual authentication and session key exchange as no permanent shared secret key may exist between the CEP card and the PSAM.,NFR,SE,dcai24
To load value into a slot of the CEP card securely the load device establishes a connection between the issuer and the CEP card.,NFR,SE,dcai24
The card should use a unique diversified secret key personalized into the card to generate and authenticate transaction signatures,NFR,SE,dcai24
If this is not a cash load the funds issuer needs to verify that the funds are requested by the legitimate account owner which is normally done by the presentation of an enciphered PIN.,NFR,SE,dcai24
The card issuer needs to ensure that the load acquirer is guaranteeing payment for the electronic value and that the card is authentic.,NFR,SE,dcai24
The load acquirer needs to ensure that the issuer is the true owner of the card and in the case of an apparent failure of the load the load acquirer needs the card presented to authenticate the failure.,NFR,SE,dcai24
The load device sends S1 in an authorization request to the issuer.,NFR,SE,dcai24
The load device also provides for verification of the identity of the cardholder (with either on-line or off-line PIN verification) and forwards verification data in the authorization request.,NFR,SE,dcai24
The issuer validates S1 to authenticate the card and the data to be used in the transaction.,NFR,SE,dcai24
The issuer sends S2 to the load acquirer in the authorization response message.,NFR,SE,dcai24
Unloads are permitted only to an account controlled by the card issuer and are performed only at a load device under the control of the card issuer.,NFR,SE,dcai24
The cardholder must have an account relationship with the card issuer and funds removed from the card are credited to the cardholder account only after the card issuer authenticates the card.,NFR,SE,dcai24
The issuer needs only to authenticate the card and the card needs only to authenticate the issuer and that the data is the same as used by the issuer.,NFR,SE,dcai24
The card generates S1 using data from the card and load device and sends S1 to the card issuer to authenticate the card and the data that is to be used in the transaction,NFR,SE,dcai24
The card issuer generates S2 which is sent to the card to allow the card to validate the card issuerÂƒ??s authenticity and to ensure that the data used by the card in the transaction is the same as the card issuer intended,NFR,SE,dcai24
During a purchase transaction the CEP card must ensure that it is dealing with an authentic POS device and it must generate a signature to allow the card issuer to verify the integrity of the transaction,NFR,SE,dcai24
The POS device must ensure that it is dealing with an authentic card and guarantee integrity of transactions and batches to the merchant acquirer,NFR,SE,dcai24
In the case of a reversal the CEP card must re-authenticate the PSAM,NFR,SE,dcai24
The card must ensure that the transaction is performed by the same POS device as was used for the purchase being canceled and that the amount of the cancellation is the same as the amount of the purchase or in the case of an incremental purchase the same as the amount of the last step,NFR,SE,dcai24
