text,label,source
"The configuration window shall permit the administrator user to modify the following parameters: The password for the administrator user, A toggle enabling or disabling the main window of the tool as a screen saver, A toggle enabling or disabling the main windowâ€™s position on the screen as the top most window, Buildings and subsystems to be monitored and the conditions they will be monitored for, The conditions will be selected from a list provided by the tool, The enabled state of individual conditions, Disabled conditions will not be processed or displayed, The sensitivity of each condition by selecting a sensitivity from a list provided by the tool, Scale factors for transforming the engineering units of sensed input data to the required units, The expected range of sensed input data.",SE,dcai24
'The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.',FT,NICE
Promotional updates to the website should take a day to update.,MN,promise_exp
'The product must be able to interface with any HTML browser. The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).',LF,NICE
'The product shall synchronize with the office system every hour.',PE,NICE
All authorized users  once authenticated must be able to logon to the Disputes System,SE,promise_exp
'The application shall run on a web application server.',O,NICE
'Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below.',FT,NICE
The product shall be easy for a realtor to learn.,US,promise_exp
'The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.',PE,NICE
"All organisations hosting components of the EHRi or connecting to the EHRi must implement appropriate detection and prevention controls and appropriate user awareness procedures to protect against malicious software (viruses, worms, etc.)",SE,dcai24
When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user s connection.),PE,dcai24
The product shall ensure that only supervisors can enter a caller's schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.',SE,NICE
The product shall be easy for customers with novice skills on the Internet to purchase and watch streaming movies. Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,US,dcai24
The System shall allow for a minimum of  6 users to work at the same time.,PE,promise_exp
The product will require collaboration with a database management system (DBMS). The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.,O,dcai24
'The system shall be intuitive to the Program Administrators/Nursing Staff Members.',US,NICE
The product is expected to integrate with multiple database management systems. The product will operate with Oracle  SQL Server  DB2  MySQL  HSQL  and MS Access.,O,promise_exp
The system must provide the ability to use standard terminologies to communicate with other systems.,SE,dcai24
'The product shall be capable of handling up to 1 000 concurrent requests. This number will increase to 2 000 by Release 2. The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.',SC,NICE
'The table side of the display shall be split into 2 regions: sequential and temporal.',LF,NICE
The system must be easy to use by both managers and chefs such that they do not need to read an extensive amount of manuals.,US,promise_exp
The system shall be compatible with IIS6.0 and above or Apache 2.0 and above.,PO,dcai24
'The product shall allow the user to select a chosen language from one of the target market countries.',US,NICE
The CNG shall be associated with a unique Hardware ID to be used for identification NGN side.,O,dcai24
The customer shall be able to easily integrate new building maps with the product throughout the product\92s lifecycle.  Integration of new maps with the product shall be possible with little to no support from product support staff.,MN,promise_exp
Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.,MN,promise_exp
"To satisfy this legal requirement, healthcare organisations must identify the purposes for which they collect, use and disclose a patient or personï¿½s PHI.",SE,dcai24
The website design should be modern  clean  and concise.,LF,promise_exp
The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.,SC,promise_exp
'The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications',LF,NICE
'The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.',PE,NICE
The system must provide the ability to define system and data access rules.,SE,dcai24
Flea Market system will interface with the web server and RDBMS software using APIs provided by the implementation language,O,promise_exp
'The product shall display each type of ship in a grid using an image of the specific type of ship.',LF,NICE
The product shall be intuitive and self-explanatory. 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,US,promise_exp
The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,US,promise_exp
The system should facilitate login.,SE,dcai24
The website should cater to all tribes in Nigeria.,LF,promise_exp
98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space: 400MB.,O,dcai24
All screens created as part of the Disputes application must comply with corporate standards for interface creation.,LF,promise_exp
The CNG and devices shall support mechanisms to identify and share information about the customer network devices (e.g. type of device and basic capabilities services supported etc.) within the customer environment. Some of this information can be used locally while a subset of it can be forwarded to the NGN.,O,dcai24
Direct access to the data stored in the database is only allowed for Administrator(s) using the CLI.,SE,dcai24
The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,FT,promise_exp
The product shall be available during normal business hours. As long as the user has access to the client PC the system will be available 99% of the time during the first six months of operation.,A,dcai24
The product's Look and Feel shall be able to incorporate aspects of the customer's organization such as logo branding and identity',LF,NICE
The product shall have a conservative and professional appearance.,LF,promise_exp
'The product shall be easy to use by Adjusters and Collision Estimators. 95% of Adjusters and Collision Estimators shall find the product easy to use.',US,NICE
NPAC SMS shall be able to identify the originator of any information received across communication channels.,SE,dcai24
The system must provide audit capabilities to indicate the timestamp for data deletion.,SE,dcai24
The system shall operate within the Windows XP Professional operating system.,O,promise_exp
The search results shall be returned no later 30 seconds after the user has entered the search criteria,PE,dcai24
The system shall use symbols and words that are naturally understandable by the user community.,US,promise_exp
'The website shall protect itself from intentional abuse and notify the administrator at all occurrences.',MN,NICE
'An employee will be able to successfully use the product within a few minutes. After informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms.',US,NICE
Movies shall be encoded for 56k and 256k streams.,O,promise_exp
The system shall be compatible with IIS6.0 and above or  Apache 2.0 and above.,PO,promise_exp
'The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data. The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.',A,NICE
The CNG may interact with network elements inside the CPN to support QoS control inside the CPN.,PE,dcai24
The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.,US,dcai24
Each user shall be required to log on with a unique user name and password before using the system.,SE,dcai24
The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data. The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.,FT,dcai24
Every registered user will have access to the product's support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.',LF,NICE
'The search for the preferred repair facility shall take no longer than 8 seconds. The preferred repair facility is returned within 8 seconds',PE,NICE
The application should be connected to the Internet.,A,promise_exp
The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,US,promise_exp
All movies shall be streamed on demand at any time of the day.,A,dcai24
"The system shall support ensuring the authenticity of remote nodes (mutual node authentication) when communicating Protected Health Information (PHI) over the Internet or other known open networks using an open protocol (e.g. TLS, SSL, IPSec, XML sig, S or MIME).",SE,dcai24
A Global Services Application shall Hold the Global Services application-related data securely,SE,dcai24
The lead washing process will operate within the established physical web service structure.,O,promise_exp
The system shall display confirmation messages to users within 4 seconds after the user submits information to the system.,PE,promise_exp
The product shall have a consistent color scheme and fonts.,LF,promise_exp
The product should be able to be used by 90% of novice users on the Internet.,US,promise_exp
No other actor should be able to view anotherâ€™s grades except an actor in the role of course administrator for the course towhich the grades belong.,SE,dcai24
Every entry in the health record must be identified with the author and should not be made or signed by someone other than the author.,SE,dcai24
When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user's connection.)',PE,NICE
The Disputes application must maintain a detailed history of every action that a user takes on a dispute case. This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.,L,dcai24
'The product shall comply with corporate color scheme',L,NICE
The CNG should detect replayed user and/or device credentials.,SE,dcai24
The product shall comply with corporate User Interface Guidelines,LF,promise_exp
The number of mistakes noted by the students shall be decreased by 50% in the first year.,US,promise_exp
'The product must be designed using Design Patterns and coding best practices. 90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.',MN,NICE
The product shall be supported using the corporate support center.,O,promise_exp
'Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.',MN,NICE
'The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.',LF,NICE
'The website shall be capable of supporting 100 000 customers.',SC,NICE
The system shall be evoked by typing “pine” into a command or shell prompt.,O,dcai24
For the CNG management it is recommended to use a single protocol so as to minimize the complexity and the cost of the service.,MN,dcai24
The product shall retain the customer's buying preferences and information.',US,NICE
'The website shall continue to operate if the streaming server goes down.',A,NICE
The product shall be available 24 hours per day seven days per week.,A,dcai24
The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.,US,promise_exp
The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.,L,promise_exp
'The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.',PE,NICE
The product must be highly configurable for use with various database management systems for the end users. 80% of end users are able to integrate new database management systems with the product without changing the product s software code.,MN,dcai24
The product must be highly configurable for use with various database management systems for the end users. 80% of end users are able to integrate new database management systems with the product without changing the product's software code.',MN,NICE
The product\92s Look and Feel shall be able to incorporate aspects of the customer\92s organization such as logo  branding  and identity,LF,promise_exp
The system shall be intuitive to the Program Administrators/Nursing Staff Members.,US,promise_exp
100% of saved user preferences shall be restored when system comes back online.,FT,promise_exp
An employee will be able to successfully use the product within a few minutes.  After informally navigating the product for less than 15 minutes  users shall be able to successfully setup meetings and reserve conference rooms.,US,promise_exp
The average number of recycled parts records per day shall be 50 000.,SC,promise_exp
'The number of mistakes noted by the students shall be decreased by 50% in the first year.',US,NICE
If Home to Home (H2H) communication service is provided then each CNG must ensure that emergency service sessions originating in its CPN are associated with the appropriate location information and/or calling identity.,L,dcai24
'Website must be fully operational with MSN TV2.',O,NICE
'A new user must be able to be added to the system within 10 minutes. 90% of new users are able to log into the system within 10 minutes.',PE,NICE
'The product shall have security.The product shall provide authentication and authorization.',SE,NICE
The product must make use of web/application server technology. Open source examples include Apache web server Tomcat and the JBoss application server.,O,dcai24
'The application shall have a downtime of at most 10 minutes per year.',A,NICE
The card issuer must establish its policies for assigning and adjusting slot maximum balances. These policies may require the card issuer to maintain a card database,MN,dcai24
Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below.,PE,dcai24
The system should be able to scale up to 500 concurrent users (if there is a need in the future) by installing additional hardware components.,SC,promise_exp
The system shall interface with the faculty central server.,O,promise_exp
The timing of payment to the merchant must be established between the merchant and the merchant acquirer,O,dcai24
The system shall not leave any cookies on the customerâ€™s computer containing the userâ€™s password.,SE,dcai24
The application shall have a downtime of at most 10 minutes per year.,A,promise_exp
The IP addresses where the transaction was made from will be logged.,SE,promise_exp
'When the offensive player takes a shot the product shall simulate the sound of a ship at sea.',LF,NICE
'The look and feel of the system shall conform to the user interface standards of the smart device.',LF,NICE
The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,US,promise_exp
The application should be easy to extend. The code should be written in a way that it favors implementation of new functions.,MN,promise_exp
The CAS shall have a quality manager security group.,SE,dcai24
The search for the preferred repair facility shall take no longer than 8 seconds. The preferred repair facility is returned within 8 seconds,PE,dcai24
The system shall use a text-based interface to display a listing of available mail.,LF,promise_exp
The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.,O,promise_exp
'The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.',SC,NICE
The product shall adhere to the corporate online availability schedule. The application is brought down only within 98% of the scheduled outages per the availability schedule.,A,dcai24
All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.,L,promise_exp
'The system shall color code events according to their variance from current time.',LF,NICE
The CNG and the Customer Network shall provide the opportunity for a customer network administrator to perform service and network-related configuration. According to the service/network provider choices the CNG and Customer Network may prevent - user initiated modification of network and service related parameters.,US,dcai24
The system shall be available for use between the hours of 8am and 6pm.,A,promise_exp
For leads that process longer than 25 seconds the system will record the event and duration,PE,promise_exp
'Users shall be able to view at least 25 NFL player statistics and points on each page.',PE,NICE
'The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.',L,NICE
'The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats). Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.',LF,NICE
'The Commissioner will be the only authorized user per league to adjust league settings.',L,NICE
'Each page shall contain a navigation menu which shows the index into which the current page is contained.',LF,NICE
'The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.',US,NICE
'The system shall interface with the faculty central server.',O,NICE
'The product shall be available for distribution as a packaged CD.',O,NICE
'The product shall adhere to the corporate online availability schedule. The application is brought down only within 98% of the scheduled outages per the availability schedule.',A,NICE
'The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.',PE,NICE
Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report)',O,NICE
The system shall be used by realtors with no training.,US,promise_exp
 Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds.,PE,dcai24
These roles must be defined in a standardised or harmonized manner so as to ensure future interoperability of authentication services between POS systems and the EHRi.,SE,dcai24
Ability for the data center admin to integrate message hygiene (antispam/antivirus) with LDAP.,SE,dcai24
The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,PE,promise_exp
"NPAC SMS shall ensure that the message is NPAC SMSâ€‘specifiable to meet their own requirements, and any applicable laws.",SE,dcai24
'Izogn Administrator must be able to add new products to the website within 2 minutes.',LF,NICE
'The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.',PO,NICE
Each team owner will need to use a username and password in order to be authenticated to reach the team owner s page,SE,dcai24
'The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group prior to implementation. The remaining 5% will be corrected and approved within one month of product release.',L,NICE
'The product shall comply with corporate User Interface Guidelines',L,NICE
'The product shall free of computer viruses.',SE,NICE
NPAC SMS shall provide postâ€‘collection audit analysis tools that can produce detailed reports on communication failures relating to system intrusions.,SE,dcai24
'The product shall be able support 1000 simultaneous users.',SC,NICE
The client should agree to EULA before using our software.,L,promise_exp
"In addition to meeting these legal requirements, healthcare organisations should also seek to meet high ethical and moral standards for information consent, which is vital to the protection of privacy as an aspect of human dignity and the protection of human rights.",SE,dcai24
NPAC SMS shall default the time interval to restart the login process to 60 seconds.,SE,dcai24
The product shall retain user preferences in the event of a failure.,FT,promise_exp
NPAC SMS shall provide postâ€‘collection audit analysis tools that can produce exception reports on users relating to system intrusions.,SE,dcai24
All changes updates and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,MN,dcai24
'98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space: 400MB.',O,NICE
The product shall be available 24 hours per day  seven days per week.,A,promise_exp
The System shall utilize currently owned computer equipment.,O,promise_exp
For estimators  the product shall be able to be operated in a repair facility during dirty and noisy conditions.,O,promise_exp
90% of untrained realtors shall be able to install the product on their device without printed instructions,US,promise_exp
The system shall interface with CampusConnect's central server',O,NICE
"The system shall be evoked by typing ""pine"" into a command or shell prompt.",O,promise_exp
100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,US,promise_exp
The product shall conform to the Americans with Disabilities Act.,US,promise_exp
The WCS system shall be available at all times as long as IBM's internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM's internal intranet W3 is available.',A,NICE
NPAC SMS shall provide a complementary mechanism or procedure for the reâ€‘instatement disabled userids.,SE,dcai24
The system should provide for role-based control for the functionality within the system.,SE,dcai24
'The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.',LF,NICE
The application should be portable with iOS and Android.,PO,promise_exp
The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.,SC,promise_exp
'The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.',L,NICE
The Disputes application shall support 350 concurrent users without any degradation of performance in the application.,PE,promise_exp
'The website will use standard Internet conventions when interacting with the user.',LF,NICE
High level of performance requires high speed network and high level of connectivity.,PE,promise_exp
'The recycled parts audit report shall be returned to the user within 10 seconds. The audit report shall be returned within 10 seconds.',PE,NICE
System shall let administrator add/remove movies on the website in under 5 minutes.  Entered movie information will be stored in the database and will now be available on the website.,PE,promise_exp
'The product shall be able to be installed in the specified environment within 1 working day.',O,NICE
The product shall adhere to the corporate Architecture guidelines,O,promise_exp
The product s Look and Feel shall be able to incorporate aspects of the customer s organization such as logo branding and identity,LF,dcai24
The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.,O,promise_exp
Aside from server failure the software product shall achieve 99.99% up time.,A,dcai24
The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.,PE,promise_exp
The system shall interface with CampusConnect\92s central server,O,promise_exp
The system is expected to have reasonable short time response. The voter should be able to login and should be able to get response for his requests in 2-3 seconds.,PE,promise_exp
The system shall provide a way to return to the startup screen.,US,promise_exp
The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,US,promise_exp
Only authorized users shall have access to clinical site information.,SE,promise_exp
'The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant.',LF,NICE
'The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.',MN,NICE
'IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.',L,NICE
Users should only have to navigate through a maximum of 4 pages to create an account with the website.,US,dcai24
A Controlling Authority is responsible for Working with the Card Issuer to load generated keys into the Controlling Authority's Security Domain,SE,dcai24
The product shall be translated into foreign languages other than the target market countries\92 languages in future releases.  For each emerging target market  it shall take no more than 5 days to configure the product for that market\92s language.,US,promise_exp
'The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time.',SC,NICE
'The appearance of the product shall appear professional',LF,NICE
The originator of the list of keys shall also provide the receiver with signed (in ink) paper copy of the MD5 hashes of the keys in the list.,SE,dcai24
All of the users shall be able to use the system after one day of training.,US,promise_exp
'The product must make use of web/application server technology. Open source examples include Apache web server Tomcat and the JBoss application server.',O,NICE
On a 56k connection the system response time for all operations must be no more than 6 seconds 90% of the time.',A,NICE
The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.,A,promise_exp
System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.,PE,promise_exp
When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.,LF,promise_exp
'The product shall be expected to operate for at least 5 years for each customer installation.',O,NICE
The system should be portable to various operating environments.,PO,promise_exp
System shall let customers cancel their account process shall take no longer than 2 minutes. Database will mark the account as inactive and user will not be able to log into the website.,PE,dcai24
We must be able to interface with the following browsers: IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0.,O,dcai24
The system could audit all changes to access privilege rules.,SE,dcai24
The interface must summarize the data in a fashion that's appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface',LF,NICE
The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,A,promise_exp
The system shall be easy to use by the Program Administrators/Nursing Staff Members.,US,promise_exp
The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.,US,promise_exp
'Daily usage statistics should be logged and accessible by the administrator.',MN,NICE
When applicable a Security Domain shall Verify the load file data block signature when requested by the OPEN.,SE,dcai24
Codec requirements and capabilities for the User Equipment (including the CNG) are already defined in TS 181 005 [1] which describes service requirements and capabilities for the TISPAN NGN.,O,dcai24
The CNG shall be able to classify intra-LAN traffic that is simply bridged by the CNG itself within the CPN.,PE,dcai24
'All customer information will be stored on a secure database accessible only to authorized personnel.',SE,NICE
The Web interface should be compatible with standards in order to be usable via all major Web browsers in a wide variety of environments.,PO,promise_exp
98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space,O,dcai24
The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.,LF,promise_exp
The product shall take initial load time depending on internet connection strength which also depends on the media from which the product is run.,PE,promise_exp
IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.,L,promise_exp
'The website shall achieve 99.5% up time.',A,NICE
The product is expected to run on Windows CE and Palm operating systems.,PO,promise_exp
'When a shot is marked as a miss the product shall simulate the sound of a shot missing its target.',LF,NICE
Ensure that each batch of transactions is cleared and settled once and only once,FT,dcai24
The System shall not require additional third party licenses resulting in royalty fees.,O,promise_exp
'The top 1/4 of the table will hold events that are to occur sequentially.',LF,NICE
The user interface shall have standard menus buttons for navigation,LF,promise_exp
The server will support a maximum of 1 000 simultaneous users.,SC,promise_exp
'The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.',LF,NICE
The system shall be available 99.5% of the time.,A,promise_exp
The system shall support deriving access control elements.,SE,dcai24
NPAC SMS shall provide an Unused Userid Disable Period tunable parameter which is defined as the number of days for which the userId has not been used.,SE,dcai24
The customerâ€™s web browser shall never display a customerâ€™s password. It shall always be echoed with special characters representing typed characters.,SE,dcai24
The product will function alongside server software on any operating system where the Java runtime can be installed.,O,promise_exp
'The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.',PE,NICE
'The product shall run on the existing hardware for all environments.',PO,NICE
A GlobalPlatform card offers Integrity and authentication - in which the receiving entity (the card or off-card entity) ensures that the data being received from the sending entity (respectively the off-card entity or card) actually came from an authenticated entity in the correct sequence and has not been altered,SE,dcai24
'The Disputes application shall support 350 concurrent users without any degradation of performance in the application.',PE,NICE
'A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.',US,NICE
Each team owner will need to use a username and password in order to be authenticated to reach the team owner's page',SE,NICE
In the case of an unsuccessful completion exception processing outlined in the On-line Exception Processing section is performed,MN,dcai24
'The system shall use symbols and words that are naturally understandable by the user community.',LF,NICE
The CNG shall able to store information related to private identities of non-IMS capable CNDs.,O,dcai24
The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,PE,promise_exp
'The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table',LF,NICE
If projected  the data must be readable.  On a 10x10 projection screen  90% of viewers must be able to read Event / Activity data from a viewing distance of 30,US,promise_exp
The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.,O,promise_exp
The product shall able to handle a large number of games simultaneously.,PE,promise_exp
The product shall synchronize contacts and appointments in an acceptable time.,PE,promise_exp
Every registered user will have access to the product\92s support site via the Internet.  70% of registered users shall find a solution to their problem within 5 minutes of using the support site.,US,promise_exp
'The product shall use symbols and words that are naturally understandable by the realtor community.',LF,NICE
'The system shall prevent malicious attacks including denial of service.',SE,NICE
All requests and responses for the notify of â€˜Completedâ€™ status action must be logged in the audit log.,SE,dcai24
The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,PE,promise_exp
The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,PE,promise_exp
'The product shall be available for distribution via the Internet as a binary or ZIP file.',O,NICE
The system could provide the ability to create access privilege rules.,SE,dcai24
When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user\92s connection.),PE,dcai24
The product shall be available for use 24 hours per day 365 days  per year,A,promise_exp
Defect reports will be available to technical units on a 24x7 basis.,A,promise_exp
While streaming a movie buffering should only occur if there is latency in the user s connection.,PE,dcai24
'The PHP code will comply with PEAR standards.',L,NICE
The system should be simple to use,LF,promise_exp
The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group prior to implementation. The remaining 5% will be corrected and approved within one month of product release.,LF,dcai24
The card issuer generates S2 which is sent to the card to allow the card to validate the card issuerƒ??s authenticity and to ensure that the data used by the card in the transaction is the same as the card issuer intended,SE,dcai24
Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.,O,promise_exp
Izogn Administrator must be able to update the category listings on the website within 2 minutes.,PE,promise_exp
Test environments should be built for the application to allow testing of the applications different functions.,MN,promise_exp
The product shall simulate the look of ships at sea.,LF,promise_exp
': The product shall continue to operate during upgrade change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.',MN,NICE
No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.,PE,promise_exp
'The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.',PE,NICE
The product shall interface with the ChoiceParts system once per day at approximately 1,O,dcai24
'The washing process must use a non binding neutral data format such as xml when receiving and processing lead data.',O,NICE
The objectives of information asset management is to achieve and maintain appropriate protection of organisational assets.,SE,dcai24
'Izogn Administrator must be able to update the category listings on the website within 2 minutes.',LF,NICE
Unloads are permitted only to an account controlled by the card issuer and are performed only at a load device under the control of the card issuer,SE,dcai24
"Organisations hosting components of the EHRi, must restrict and control the use of system utility programs.",SE,dcai24
The software is available for use from the supermarket opening time to the closing time.,A,promise_exp
'The product shall operate in offline mode whenever internet connection is unavailable.',FT,NICE
The RFS system should be able to easily interface with the BDW environment in order to load the data.  7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process every year. The data will be as of October month-end. Test files (7) shall be loaded up to 5 times throughout the year from the BDW.,O,dcai24
'We must be able to interface with the following browsers: IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0.',O,NICE
Users shall be able to view at least 25 NFL player statistics and points on each page.,US,promise_exp
If projected the data must be readable. On a 10x10 projection screen 90% of viewers must be able to read Event / Activity data from a viewing distance of 30,US,dcai24
'The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports',LF,NICE
If a supported scheme provider has a dispute resolution process participate in that dispute resolution process with connecting processors to resolve any issues related to invalid transactions. These resolution processes should include a mechanism for repayment of funds associated with invalid transactions,O,dcai24
'The owner shall have free access to all of the streaming movies.',A,NICE
The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.,US,promise_exp
'The product shall allow for customization of start page and views preferences.',US,NICE
The card must authenticate the issuer host upon the response to the request,SE,dcai24
The systemâ€™s back-end servers shall only be accessible to authenticated administrators.,SE,dcai24
Maintenance releases will be offered to customers once a year. The releases shall take no longer than 5 minutes for 80% of the customer base to install.,MN,dcai24
The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,US,promise_exp
The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,LF,promise_exp
The system shall provide a digital image for each product in the product catalog.,US,promise_exp
NPAC SMS shall use smart cards to authenticate users accessing the NPAC SMS via dial-up.,SE,dcai24
NPAC SMS shall archive the security audit data offâ€‘line for a minimum of two years.,SE,dcai24
NPAC SMS shall provide a mechanism to immediately notify the NPAC SMS system administrator when the threshold in R7-33.1 is exceeded.,SE,dcai24
'When a shot is marked as a hit the product shall simulate the sound of a shot hitting its target.',LF,NICE
We must be able to interface with the following browsers: IE 5.X  6.0  Netscape 6.x  7.x  8.x and Firefox 1.0.,O,promise_exp
The system could provide the ability to update access privilege rules.,SE,dcai24
System shall let customers register on the website as a \93unlimited movie subscriber\94 user in under 10 minutes.,PE,promise_exp
'The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.',L,NICE
The product shall retain the customer s buying preferences and information.,US,dcai24
The application shall ask the user to confirm dropping a player or trading a player before performing the action.,US,promise_exp
The product shall comply with corporate color scheme,LF,promise_exp
The number of possible values defining the packet priority and by consequence the number of queues managed in the downstream direction shall be coherent with the number of concurrent services (data communication entertainment) to be treated and supported.,PE,dcai24
